re78,treat,age,education,married,black,hispanic,nodegree,re74,re75
22.0181,0,28,16,1,1,0,0,3.5112,6.1129
0,0,28,12,1,0,0,0,3.5112,6.1129
30.2934,0,38,12,1,0,0,0,3.5112,6.1129
22.1659,0,31,12,1,0,0,0,3.5112,7.9032
36.9432,0,28,12,1,0,0,0,3.5112,8.7984
13.5596,0,43,12,1,1,0,0,3.5112,9.4214
76.8418,0,37,17,1,1,0,0,3.5112,9.6935
76.8418,0,37,17,1,1,0,0,3.5112,9.6935
18.9149,0,23,12,1,0,0,0,3.5112,9.8547
22.1659,0,55,12,1,0,0,0,3.5112,0.5887
23.422,0,34,17,1,0,0,0,3.5112,0.5887
69.4531,0,28,17,1,0,0,0,3.5112,0.9468
27.83,0,31,14,1,0,0,0,3.5112,1.4839
23.6436,0,28,12,1,0,0,0,3.5112,1.4839
25.1214,0,25,12,1,0,1,0,3.5112,1.4839
59.1091,0,54,15,1,0,0,0,3.5112,1.4839
22.1659,0,42,12,0,1,0,0,3.5112,1.4839
29.5545,0,35,12,1,0,0,0,3.5112,1.4839
22.1659,0,27,13,0,0,0,0,3.5112,1.4839
0,0,45,12,1,0,0,0,3.5112,1.4839
31.6233,0,26,12,1,1,0,0,3.5112,1.4839
11.8218,0,28,16,1,0,0,0,3.5112,1.4839
22.1659,0,30,16,1,0,0,0,3.5112,1.4839
23.0525,0,24,12,1,0,1,0,3.5112,1.4839
22.1659,0,26,14,1,0,0,0,3.5112,2.021
22.1659,0,35,14,1,0,0,0,3.5112,2.379
0,0,42,17,1,0,0,0,3.5112,2.379
0,0,42,17,1,0,0,0,3.5112,2.379
27.3379,0,28,16,1,0,0,0,3.5112,2.379
29.5545,0,28,12,1,0,0,0,3.5112,2.379
23.5313,0,27,14,1,0,0,0,3.5112,2.5581
21.8349,0,35,16,1,0,0,0,3.5112,2.7371
17.7327,0,55,12,1,0,0,0,3.5112,2.9161
33.2488,0,36,14,1,0,0,0,3.5112,3.2742
29.5545,0,42,16,1,0,1,0,3.5112,3.2742
26.1558,0,22,12,1,0,0,0,3.5112,3.2742
36.9432,0,33,12,1,1,0,0,3.5112,3.2742
25.1214,0,38,12,1,0,0,0,3.5112,3.2742
39.8986,0,48,16,1,0,0,0,3.5112,3.2742
39.8986,0,48,16,1,0,0,0,3.5112,3.2742
26.008,0,25,13,1,0,0,0,3.5112,3.4568
31.0323,0,23,14,1,0,0,0,3.5112,4.1694
28.9634,0,31,16,1,0,0,0,3.5112,4.7065
26.5991,0,26,12,1,0,0,0,3.5112,4.8855
26.5991,0,32,12,1,0,0,0,3.5112,5.0645
0,0,29,13,1,0,0,0,3.5112,5.0645
0,0,29,13,1,0,0,0,3.5112,5.0645
27.0424,0,30,16,1,0,0,0,3.5112,5.2435
23.9746,0,47,14,1,1,0,0,3.5112,5.5658
25.1214,0,51,12,1,1,0,0,3.5112,5.6016
31.0323,0,26,14,1,0,0,0,3.5112,5.7806
35.4654,0,32,16,1,0,0,0,3.5112,5.9597
29.5545,0,35,14,1,0,0,0,3.5112,6.4968
29.5545,0,35,14,1,0,0,0,3.5112,6.4968
2.0496,0,54,12,1,0,0,0,3.5112,6.8548
26.5991,0,55,12,1,0,0,0,3.5112,6.8548
26.5991,0,55,12,1,0,0,0,3.5112,6.8548
29.5545,0,38,12,1,0,0,0,3.5112,6.8548
18.176,0,25,12,0,0,0,0,3.5112,6.8548
32.51,0,30,12,1,0,0,0,3.5112,8.6452
28.0768,0,25,17,1,0,0,0,3.5112,9.0032
15.5161,0,39,12,0,0,0,0,3.5112,1.5097
36.9432,0,28,14,1,0,0,0,3.5112,2.2258
17.7327,0,47,12,1,1,0,0,3.5112,2.2258
32.51,0,39,17,1,0,0,0,3.5112,5.4484
23.6436,0,49,12,1,0,0,0,3.5112,5.8065
0,0,21,12,1,0,0,0,3.5112,0.129
23.9392,0,31,14,1,0,0,0,3.7071,0.7677
33.9877,0,27,12,1,0,0,0,3.7071,1.4839
22.9048,0,37,12,1,0,0,0,3.7071,2.2
19.4114,0,51,12,1,0,0,0,3.7071,2.379
28.0768,0,29,12,1,0,0,0,3.7071,6.8548
23.2003,0,27,14,1,0,0,0,3.7071,9.5403
0.4492,0,24,13,1,0,0,0,3.9031,1.7903
12.4129,0,32,12,1,0,0,0,3.9031,4.8121
27.0424,0,31,17,1,0,0,0,3.9031,5.6016
0,0,46,12,0,0,0,0,3.9187,2.5323
26.5991,0,40,15,1,0,1,0,4.001,3.2742
36.2043,0,27,16,1,0,0,0,4.099,7.1613
25.8602,0,27,17,1,0,0,0,4.099,2.2
27.3379,0,28,14,1,0,0,0,4.099,2.379
23.6436,0,29,17,1,0,0,0,4.099,4.5274
25.5647,0,36,13,1,0,0,0,4.099,5.0645
17.4372,0,23,12,1,0,0,0,4.099,6.8548
21.427,0,28,12,1,0,0,0,4.2949,8.2613
19.2104,0,28,12,1,0,0,0,4.3831,5.2177
22.9048,0,34,12,1,0,0,0,4.4869,2.2
22.1659,0,41,12,1,0,0,0,4.4908,4.3226
0,0,25,13,1,0,0,0,4.4908,8.2613
10.6396,0,45,12,1,0,0,0,4.4908,1.4839
28.0768,0,45,12,1,1,0,0,4.4908,1.4839
33.9877,0,41,12,1,0,0,0,4.4908,1.4839
24.8258,0,35,16,0,0,0,0,4.4908,1.8419
25.1214,0,35,13,1,1,0,0,4.4908,3.2742
25.8602,0,29,16,1,0,0,0,4.4908,3.4532
23.4959,0,28,13,1,0,0,0,4.4908,3.8686
22.1659,0,35,13,1,0,0,0,4.4908,3.9903
25.6386,0,35,16,1,0,0,0,4.4908,4.1694
29.5545,0,30,12,1,0,0,0,4.4908,5.0645
28.0768,0,29,12,1,0,0,0,4.4908,5.0645
26.6434,0,26,14,1,1,0,0,4.4908,5.718
45.8095,0,28,16,1,0,0,0,4.4908,6.461
38.4209,0,30,16,1,0,0,0,4.4908,6.8548
29.7023,0,26,17,0,0,0,0,4.4908,6.8548
39.1598,0,22,13,1,0,0,0,4.4908,6.8548
25.1214,0,22,12,1,0,0,0,4.4908,6.8548
9.6052,0,26,16,0,0,0,0,4.4908,7.75
35.4654,0,43,12,1,1,0,0,4.4908,9.3559
39.8986,0,43,13,1,1,0,0,4.4908,4.0161
25.1214,0,48,16,1,0,0,0,4.6633,8.0823
27.929,0,45,12,1,0,0,0,4.6868,5.2177
22.6092,0,27,12,1,1,0,0,4.6868,2.5581
23.3481,0,44,17,1,0,0,0,4.6868,3.2742
29.5545,0,26,16,1,0,0,0,4.6868,5.4226
26.4513,0,54,16,1,0,0,0,4.6868,6.8548
26.4513,0,54,16,1,0,0,0,4.6868,6.8548
26.4513,0,54,16,1,0,0,0,4.6868,6.8548
24.3825,0,29,12,1,0,0,0,4.6868,7.75
34.3202,0,22,12,1,0,0,0,4.7651,1.5949
27.0616,0,39,17,1,0,0,0,4.8239,5.0645
36.9432,0,35,16,1,0,0,0,4.8827,4.5274
25.1214,0,44,12,1,0,0,0,4.8827,7.929
26.5991,0,32,16,1,0,0,0,4.9807,5.0645
24.5303,0,27,17,1,0,0,0,5.0786,9.6935
24.5303,0,27,17,1,0,0,0,5.0786,9.6935
26.5991,0,26,12,1,0,0,0,5.0786,3.2742
26.7808,0,46,12,1,0,0,0,5.0786,4.1694
30.1456,0,25,16,0,0,0,0,5.0786,5.6016
29.5545,0,35,12,1,0,0,0,5.0786,6.8548
24.449,0,33,16,1,0,0,0,5.0786,6.8548
36.9432,0,26,16,1,0,0,0,5.0786,0.7935
29.5545,0,26,12,1,1,0,0,5.0884,3.2742
25.1214,0,20,12,1,0,0,0,5.2941,8.7984
20.2449,0,49,12,1,0,0,0,5.4705,7.9534
23.6436,0,25,13,1,0,0,0,5.4705,8.7984
26.5991,0,28,12,0,1,0,0,5.4705,9.6935
26.5991,0,28,13,1,0,0,0,5.4705,9.6935
26.5991,0,35,12,1,1,0,0,5.4705,1.4839
25.1214,0,27,12,0,0,0,0,5.4705,1.4839
25.6341,0,44,12,1,0,0,0,5.4705,1.4839
32.51,0,23,12,1,0,1,0,5.4705,1.4839
31.7711,0,32,12,1,1,0,0,5.4705,2.379
25.1214,0,24,12,1,0,0,0,5.4705,2.7371
31.0323,0,27,12,1,0,0,0,5.4705,3.0952
29.5545,0,46,12,1,0,0,0,5.4705,3.2742
22.1659,0,31,12,1,0,0,0,5.4705,3.2742
29.5545,0,27,15,0,1,0,0,5.4705,4.1694
12.7084,0,51,16,0,0,0,0,5.4705,4.1694
25.1214,0,43,12,1,1,0,0,5.4705,5.0645
30.1456,0,32,16,1,1,0,0,5.4705,5.4226
22.4614,0,37,12,0,0,0,0,5.4705,5.7806
22.4614,0,37,12,0,0,0,0,5.4705,5.7806
28.0768,0,30,12,1,0,0,0,5.4705,5.9597
27.898,0,45,12,1,1,0,0,5.4705,6.6955
27.898,0,45,12,1,1,0,0,5.4705,6.6955
29.5545,0,49,17,1,0,0,0,5.4705,6.8548
29.5545,0,49,17,1,0,0,0,5.4705,6.8548
44.3318,0,26,17,1,0,0,0,5.4705,6.8548
32.51,0,37,13,1,0,0,0,5.4705,0.4355
21.427,0,44,17,1,0,0,0,5.4705,0.4355
38.4209,0,30,17,1,0,0,0,5.4705,1.3306
29.5545,0,51,12,1,0,0,0,5.4705,2.2258
22.1659,0,28,17,1,0,0,0,5.6076,8.0912
35.4654,0,29,16,1,0,0,0,5.6664,8.2871
23.0525,0,40,12,1,0,0,0,5.7075,0.4097
0,0,34,16,1,0,0,0,5.8623,0
24.8258,0,51,12,1,0,0,0,5.8623,0.5887
35.4654,0,26,16,1,0,0,0,5.8623,2.379
35.4654,0,46,12,1,0,0,0,5.8623,3.2742
26.5991,0,45,14,1,0,0,0,5.8623,8.6452
26.5991,0,49,12,1,0,0,0,5.8623,8.6452
15.6462,0,26,16,0,0,0,0,5.8623,1.7908
29.259,0,30,16,1,0,0,0,6.0582,8.6452
0,0,50,12,1,0,0,0,6.2542,0
26.5991,0,25,12,0,0,0,0,6.2542,1.4839
31.0323,0,27,17,0,0,0,0,6.2542,9.5403
17.7327,0,46,16,1,0,0,0,6.2934,5.1606
17.7327,0,46,16,1,0,0,0,6.2934,5.1606
29.5545,0,43,12,1,1,0,0,6.4501,4.3226
31.0323,0,27,12,1,1,0,0,6.4501,8.7984
19.2104,0,22,12,0,0,0,0,6.4501,3.2742
29.5545,0,55,12,1,0,0,0,6.4501,3.9903
26.008,0,53,12,1,0,0,0,6.4501,5.0645
26.7469,0,44,12,1,0,0,0,6.4501,5.9597
26.6257,0,47,13,1,0,0,0,6.4501,5.9597
29.5545,0,46,14,1,0,0,0,6.4501,6.4968
35.4654,0,25,12,1,0,0,0,6.4501,6.8369
25.8602,0,31,15,0,1,0,0,6.4501,6.8548
29.5545,0,28,16,1,0,0,0,6.4501,6.8548
32.4213,0,40,16,1,0,0,0,6.4501,6.8548
32.4213,0,40,16,1,0,0,0,6.4501,6.8548
29.4806,0,28,12,1,0,0,0,6.4501,6.8584
28.8157,0,29,15,1,0,0,0,6.4501,7.2505
29.5545,0,42,16,1,0,0,0,6.4501,7.4994
29.5545,0,30,15,1,0,0,0,6.4501,7.571
6.3542,0,39,12,1,0,0,0,6.4501,7.75
29.5545,0,30,16,1,0,0,0,6.4501,8.1976
26.5991,0,50,12,1,0,0,0,6.4501,0.0774
29.3151,0,29,17,0,0,0,0,6.6147,8.5037
32.51,0,29,15,1,0,0,0,6.646,9.6935
35.4654,0,27,12,1,0,0,0,6.646,9.5403
17.7327,0,31,12,1,0,1,0,6.842,6.9823
17.7327,0,31,12,1,0,1,0,6.842,6.9823
42.8541,0,29,12,1,0,0,0,6.842,0.5887
19.2104,0,27,16,1,0,0,0,6.842,2.2
20.3926,0,26,17,0,1,0,0,6.842,5.2435
36.9432,0,42,17,1,0,0,0,6.842,1.3306
33.8399,0,24,12,1,1,0,0,6.842,1.6887
36.9432,0,48,12,1,1,0,0,6.9086,2.5581
22.1659,0,25,13,1,0,0,0,6.9967,8.1976
20.6882,0,21,12,1,1,0,0,7.0379,6.5605
23.6436,0,48,12,1,0,0,0,7.0379,5.0645
27.3379,0,50,12,1,0,0,0,7.0379,6.8548
51.7204,0,28,17,1,0,0,0,7.0379,7.75
26.5991,0,29,17,0,0,0,0,7.0379,9.1823
28.8157,0,33,17,1,0,0,0,7.0379,1.8677
32.51,0,52,12,1,0,0,0,7.2201,4.7065
32.51,0,22,12,1,0,0,0,7.2338,4.3226
29.5545,0,43,12,1,0,0,0,7.2338,5.0645
31.0323,0,34,13,1,0,0,0,7.2338,5.0645
28.0768,0,46,12,1,0,0,0,7.2338,8.6452
0,0,31,17,1,0,0,0,7.4297,0
23.5786,0,28,13,1,0,0,0,7.4297,0.5887
22.6092,0,44,12,1,1,0,0,7.4297,1.4839
28.5201,0,25,12,1,0,0,0,7.4297,1.4839
29.6447,0,29,14,1,0,0,0,7.4297,2.0997
25.7124,0,24,16,0,0,0,0,7.4297,2.2
0,0,31,12,1,0,0,0,7.4297,2.379
38.4209,0,40,12,1,1,0,0,7.4297,3.2742
20.6882,0,30,17,1,0,0,0,7.4297,5.0645
32.51,0,26,16,1,1,0,0,7.4297,5.0645
16.255,0,32,12,1,0,0,0,7.4297,5.0645
28.8157,0,26,15,1,0,0,0,7.4297,5.0645
31.0323,0,28,16,1,0,0,0,7.4297,5.0645
24.3825,0,54,13,1,0,0,0,7.4297,5.4226
31.0323,0,30,14,1,0,0,0,7.4297,5.7806
24.3825,0,33,14,1,0,0,0,7.4297,5.9597
27.8463,0,33,12,1,0,0,0,7.4297,5.9597
32.51,0,26,12,1,0,0,0,7.4297,6.4968
35.4654,0,44,13,1,0,0,0,7.4297,6.7743
26.5991,0,49,12,1,0,0,0,7.4297,6.8548
17.8066,0,55,17,1,1,0,0,7.4297,6.8548
22.1659,0,28,12,1,0,0,0,7.4297,6.8548
25.1214,0,45,12,1,0,0,0,7.4297,6.8548
20.6882,0,30,14,1,1,0,0,7.4297,6.8924
25.4405,0,40,12,1,0,0,0,7.4297,7.0088
26.5991,0,27,17,1,0,0,0,7.4297,7.75
28.0768,0,51,16,1,0,0,0,7.4297,8.6452
28.0768,0,51,16,1,0,0,0,7.4297,8.6452
25.1214,0,43,12,1,0,0,0,7.4297,8.6452
0,0,37,12,1,0,0,0,7.4297,8.6452
0,0,37,12,1,0,0,0,7.4297,8.6452
27.929,0,38,14,1,0,0,0,7.4297,9.0462
30.7367,0,36,16,0,0,0,0,7.4297,0.2565
24.9736,0,27,13,1,1,0,0,7.4297,0.4355
31.978,0,21,12,1,0,0,0,7.4297,0.4355
31.0323,0,25,14,0,0,0,0,7.4297,2.2258
38.4209,0,33,13,1,0,0,0,7.4297,1.1774
26.5991,0,38,14,1,0,0,0,7.4297,8.0323
33.9877,0,32,16,1,0,0,0,7.6257,9.5403
32.51,0,27,12,0,0,0,0,7.8216,7.2129
32.51,0,24,17,0,0,0,0,7.8216,7.571
32.51,0,43,12,1,0,0,0,7.8216,8.6452
49.6516,0,26,17,1,0,0,0,7.8431,8.6452
22.757,0,33,12,1,0,0,0,8.0175,5.4226
36.9432,0,34,14,1,0,0,0,8.0175,6.8548
32.51,0,28,12,1,0,0,0,8.0175,9.5403
32.51,0,41,12,1,0,0,0,8.0175,0.4355
28.0768,0,25,12,1,0,0,0,8.0175,1.0621
31.0323,0,28,17,1,0,0,0,8.0175,1.1516
58.6539,0,26,13,1,1,0,0,8.1057,7.5968
26.4513,0,28,17,1,0,0,0,8.2134,5.4226
0,0,53,12,1,0,0,0,8.2134,6.8548
31.7711,0,55,12,1,0,0,0,8.2134,3.2069
23.3481,0,29,14,1,0,0,0,8.4094,1.1258
31.0323,0,39,14,1,0,0,0,8.4094,8.6452
32.51,0,31,16,1,0,0,0,8.4094,8.9155
32.51,0,25,16,1,0,0,0,8.4094,9.5403
10.9352,0,25,14,1,0,0,0,8.4094,0.4355
42.8541,0,29,16,1,0,0,0,8.4094,2.2258
29.5545,0,29,16,1,1,0,0,8.4094,2.2258
39.8986,0,27,14,1,0,0,0,8.4094,2.2258
35.4654,0,34,16,1,0,0,0,8.4094,2.5839
29.259,0,45,12,1,0,0,0,8.5896,8.2638
34.1355,0,28,12,1,0,0,0,8.6053,0.5887
26.9537,0,43,16,1,0,0,0,8.8012,7.929
31.0323,0,54,12,1,0,0,0,8.8894,5.8065
0,0,29,16,1,0,0,0,8.8992,9.5403
29.3698,0,55,12,1,0,0,0,9.101,6.409
29.3698,0,55,12,1,0,0,0,9.101,6.409
31.0323,0,29,12,0,1,0,0,9.1931,5.3968
25.1214,0,50,12,1,1,0,0,9.1931,7.9032
19.243,0,24,12,1,0,0,0,9.1931,1.3048
38.4209,0,26,12,1,0,0,0,9.3302,8.2871
30.2934,0,41,13,0,0,0,0,9.389,0
42.4108,0,47,17,1,0,0,0,9.389,0.2306
19.2104,0,28,17,1,0,0,0,9.389,1.4839
28.4906,0,42,12,1,0,0,0,9.389,2.379
19.2104,0,37,12,1,1,0,0,9.389,2.379
19.2104,0,37,12,1,1,0,0,9.389,2.379
0,0,48,16,1,0,0,0,9.389,3.2742
28.8157,0,21,12,1,0,0,0,9.389,4.1694
33.9877,0,46,12,1,0,0,0,9.389,4.2141
35.4654,0,29,12,1,0,0,0,9.389,5.9597
30.1914,0,38,12,1,0,0,0,9.389,6.4968
35.4654,0,28,12,1,0,0,0,9.389,6.8548
31.0323,0,38,12,1,0,0,0,9.389,6.8548
26.5991,0,53,12,1,0,0,0,9.389,6.8548
27.7813,0,46,12,1,0,0,0,9.389,7.0339
27.7813,0,46,12,1,0,0,0,9.389,7.0339
96.0522,0,33,16,1,0,0,0,9.389,7.75
11.8218,0,34,12,1,0,0,0,9.389,7.9129
28.0768,0,35,17,1,0,0,0,9.389,8.6452
29.5545,0,53,12,1,0,0,0,9.389,8.6452
33.9877,0,26,12,1,0,0,0,9.389,8.6452
35.0221,0,26,16,1,0,0,0,9.389,8.6452
28.0768,0,50,13,1,0,0,0,9.389,9.5403
22.1659,0,46,12,1,1,0,0,9.389,0.4355
29.5545,0,43,14,0,0,0,0,9.389,0.4355
29.5545,0,26,14,0,0,0,0,9.389,0.4355
31.0323,0,33,17,1,0,0,0,9.389,0.4355
19.2104,0,33,17,1,0,0,0,9.389,0.4355
26.008,0,42,12,1,0,0,0,9.389,0.4373
31.18,0,34,12,1,0,0,0,9.389,0.7935
31.18,0,34,12,1,0,0,0,9.389,0.7935
25.7124,0,34,17,1,0,0,0,9.389,1.3306
33.9877,0,37,17,1,0,0,0,9.389,1.3306
32.6725,0,34,17,1,0,0,0,9.389,2.2258
44.3318,0,37,12,1,1,0,0,9.389,2.2258
35.4654,0,26,17,1,0,0,0,9.389,2.2258
32.51,0,36,17,1,0,0,0,9.389,4.9113
33.9877,0,28,14,0,0,0,0,9.389,5.4484
39.1598,0,31,12,1,0,0,0,9.389,5.8065
33.8399,0,25,14,1,0,0,0,9.389,5.8065
56.1536,0,31,14,1,0,0,0,9.389,5.8065
47.2873,0,28,12,1,0,0,0,9.389,1.1774
31.0323,0,34,12,1,0,0,0,9.389,2.9677
36.6476,0,47,14,1,1,0,0,9.391,7.75
29.5545,0,35,12,1,0,0,0,9.4223,8.6452
19.0627,0,35,15,1,1,0,0,9.4772,4.0985
19.0627,0,35,15,1,1,0,0,9.4772,4.0985
29.5545,0,31,12,1,0,0,0,9.5849,6.8548
32.51,0,24,12,1,0,0,0,9.7809,0.8831
0,0,28,12,1,0,0,0,9.9768,0
51.7204,0,27,16,1,0,0,0,9.9768,0.7935
15.0728,0,47,12,1,0,0,0,0.0747,3.3125
15.0728,0,47,12,1,0,0,0,0.0747,3.3125
26.5547,0,37,14,1,0,1,0,0.1081,6.8548
27.4857,0,22,14,1,0,0,0,0.3686,0.5887
25.8602,0,47,12,1,0,0,0,0.3686,3.2742
22.1659,0,32,14,1,0,0,0,0.3686,4.1694
44.3318,0,29,15,0,0,0,0,0.3686,8.6452
36.9432,0,27,16,0,0,0,0,0.3686,1.3306
81.275,0,37,14,1,0,0,0,0.3686,4.7581
81.275,0,37,14,1,0,0,0,0.3686,4.7581
31.0323,0,43,12,1,0,0,0,0.5646,3.8113
31.0323,0,43,12,1,0,0,0,0.5646,3.8113
24.678,0,34,12,1,0,0,0,0.5646,4.8855
14.7773,0,30,12,1,0,0,0,0.5646,6.8548
33.9877,0,39,16,0,0,0,0,0.5646,8.6452
37.1205,0,35,16,1,0,0,0,0.5646,9.5403
36.2043,0,28,12,1,0,0,0,0.5646,2.9419
23.0525,0,32,12,1,0,0,0,0.5646,5.8065
39.8986,0,26,12,1,0,0,0,0.5646,9.3871
48.2478,0,30,12,1,1,0,0,0.7585,5.4484
31.9085,0,27,12,1,0,0,0,0.7605,5.0645
25.8602,0,27,16,1,0,0,0,0.7605,6.3177
39.8986,0,28,12,1,0,0,0,0.7605,8.8242
34.7266,0,39,12,1,0,0,0,0.7605,2.5839
30.8283,0,28,15,1,1,0,0,0.7683,3.4862
34.7532,0,48,12,1,0,0,0,0.8604,9.27
32.51,0,48,14,1,0,0,0,0.8957,4.7323
27.9394,0,37,17,1,0,0,0,0.9564,0.4355
35.4654,0,49,17,1,0,0,0,0.9564,1.8677
35.4654,0,25,15,1,0,0,0,0.9564,1.1774
43.0018,0,27,15,1,0,0,0,1.1523,4.0161
88.6636,0,51,17,1,0,1,0,1.3483,0
26.5991,0,24,15,1,0,0,0,1.3483,6.8548
32.51,0,31,17,1,0,0,0,1.3483,6.8548
25.5647,0,45,12,1,0,0,0,1.3483,7.3919
25.5647,0,45,12,1,0,0,0,1.3483,7.3919
47.2873,0,39,14,1,0,0,0,1.3483,7.75
47.2873,0,39,14,1,0,0,0,1.3483,7.75
35.5615,0,25,17,1,0,0,0,1.3483,8.2495
27.929,0,53,17,1,0,0,0,1.3483,8.6452
35.4654,0,26,16,1,0,0,0,1.3483,8.6452
27.3379,0,31,12,1,0,0,0,1.3483,8.6452
28.0768,0,32,17,1,0,0,0,1.3483,8.6452
32.9518,0,48,17,1,0,0,0,1.3483,9.5403
29.259,0,47,17,0,0,0,0,1.3483,9.5403
19.2104,0,44,16,1,0,0,0,1.3483,0.4355
20.6882,0,41,16,1,0,0,0,1.3483,0.4355
33.9877,0,44,16,1,0,0,0,1.3483,0.4355
32.51,0,52,17,1,0,0,0,1.3483,1.293
27.6335,0,40,12,1,0,0,0,1.3483,1.3306
32.51,0,52,12,0,0,0,0,1.3483,2.2258
32.51,0,53,16,1,0,0,0,1.3483,2.2258
32.2144,0,42,16,1,0,0,0,1.3483,2.2258
31.0204,0,39,14,1,0,0,0,1.3483,2.5695
39.1598,0,42,17,1,0,0,0,1.3483,2.7629
38.9869,0,31,14,1,0,0,0,1.3483,4.0161
25.1509,0,47,14,1,0,0,0,1.3483,4.0161
44.3318,0,51,16,1,0,0,0,1.3483,5.4484
36.9432,0,44,13,1,0,0,0,1.3483,5.8065
42.8541,0,35,14,1,0,0,0,1.3483,6.63
23.4959,0,44,16,1,1,0,0,1.6441,0.6217
17.4372,0,46,12,1,0,0,0,1.7401,5.7806
70.9309,0,32,14,1,0,0,0,1.8185,1.3306
24.8258,0,29,16,1,0,0,0,1.936,6.64
33.806,0,38,17,0,0,0,0,1.936,3.3
28.0325,0,26,14,1,0,0,0,2.132,9.8984
33.9877,0,43,16,1,0,0,0,2.132,1.3306
31.4017,0,45,16,0,0,0,0,2.132,1.3306
9.1619,0,34,17,0,0,0,0,2.132,4.7581
24.5303,0,49,14,1,0,0,0,2.3279,4.3226
36.9432,0,27,17,1,0,0,0,2.3279,5.0645
32.51,0,26,16,1,0,0,0,2.3279,7.75
0,0,41,16,1,0,0,0,2.3279,1.3306
31.0323,0,43,14,1,0,0,0,2.3279,1.4202
40.6375,0,28,13,1,0,0,0,2.3279,1.6887
39.8986,0,28,12,1,1,0,0,2.3279,2.2258
39.1598,0,27,16,1,0,0,0,2.3279,2.2258
32.51,0,32,12,1,0,0,0,2.3279,2.2258
32.51,0,31,12,1,0,0,0,2.3279,2.2258
43.2974,0,38,17,0,0,0,0,2.3279,2.2258
33.9877,0,43,12,0,0,0,0,2.3279,3.479
33.9877,0,34,17,1,0,0,0,2.3279,4.0161
32.51,0,22,14,1,0,0,0,2.3279,1.1774
27.3143,0,50,14,1,0,0,0,2.6022,7.8896
26.9523,0,44,14,1,0,0,0,2.7198,9.5403
18.9149,0,53,12,1,0,0,0,2.8687,1.5097
18.9149,0,47,12,1,0,0,0,2.9157,7.75
18.9149,0,47,12,1,0,0,0,2.9157,7.75
22.1659,0,41,16,1,1,0,0,3.3075,3.2742
22.1659,0,41,16,1,1,0,0,3.3075,3.2742
22.1659,0,41,16,1,1,0,0,3.3075,3.2742
31.9189,0,48,16,1,0,0,0,3.3075,6.0581
31.9189,0,48,16,1,0,0,0,3.3075,6.0581
28.3723,0,36,13,1,0,0,0,3.3075,8.6452
32.5809,0,49,12,1,0,0,0,3.3075,8.6452
17.7327,0,33,17,1,1,0,0,3.3075,9.5403
29.5545,0,49,14,1,0,0,0,3.3075,0.4355
31.0323,0,36,12,1,0,0,0,3.3075,0.4355
25.8602,0,50,17,1,0,0,0,3.3075,0.4355
41.3763,0,36,12,1,0,0,0,3.3075,0.4355
0,0,27,16,1,0,0,0,3.3075,0.4355
28.8157,0,52,16,1,0,0,0,3.3075,0.7935
31.7711,0,38,12,1,0,0,0,3.3075,1.3306
35.761,0,25,14,1,0,0,0,3.3075,1.3306
35.4654,0,33,17,1,0,0,0,3.3075,1.8677
37.682,0,30,12,1,0,0,0,3.3075,2.0468
33.5444,0,53,12,1,0,0,0,3.3075,2.2258
31.0323,0,34,12,1,0,0,0,3.3075,2.5839
33.9877,0,36,12,1,0,0,0,3.3075,3.121
44.3318,0,42,13,1,0,0,0,3.3075,3.121
32.51,0,34,12,1,0,0,0,3.3075,4.0161
26.9803,0,29,17,1,0,0,0,3.3075,4.0161
28.6679,0,52,12,1,0,0,0,3.3075,4.1719
48.765,0,42,14,1,0,0,0,3.3075,7.5968
38.4209,0,53,15,1,0,0,0,3.3075,7.5968
46.8912,0,32,13,1,1,0,0,3.3075,7.5968
28.0768,0,39,12,1,0,0,0,3.3075,9.3871
34.7266,0,28,16,1,0,0,0,3.3075,9.3871
25.1214,0,28,12,1,1,0,0,3.5035,6.8548
34.5596,0,26,14,1,0,0,0,3.5035,6.032
25.1214,0,25,14,1,1,0,0,3.6994,7.7242
39.012,0,52,12,1,0,0,0,3.8953,7.6226
31.0323,0,35,16,1,0,0,0,4.0912,6.8548
35.4654,0,44,12,1,0,0,0,4.0912,2.0468
33.2488,0,33,15,1,0,0,0,4.0912,4.0161
39.1598,0,29,12,1,0,1,0,4.2872,6.5415
22.1659,0,53,16,1,0,0,0,4.2872,8.6452
36.9432,0,26,16,1,0,0,0,4.2872,2.2258
41.3763,0,37,17,1,0,0,0,4.2872,5.8065
31.0323,0,45,12,1,0,0,0,4.2872,5.8065
39.3075,0,27,17,1,0,0,0,4.2872,7.5968
19.2104,0,38,12,1,1,0,0,4.4831,3.6323
33.3966,0,34,13,1,0,0,0,4.4831,1.5097
39.8986,0,34,12,1,0,0,0,4.7319,0.4355
41.3763,0,32,14,1,0,0,0,4.8749,5.7885
27.3379,0,32,12,0,0,0,0,5.0709,2.2258
20.6882,0,29,14,1,0,0,0,5.2668,6.1129
36.9432,0,38,12,1,1,0,0,5.2668,5.0645
33.1011,0,25,14,1,1,0,0,5.2668,5.6016
32.51,0,35,12,1,0,0,0,5.2668,6.8548
32.51,0,35,12,1,0,0,0,5.2668,6.8548
62.0645,0,31,17,1,0,0,0,5.2668,1.8069
47.2873,0,49,12,1,0,0,0,5.2668,2.2258
25.8602,0,55,12,1,0,0,0,5.2668,2.2258
33.9877,0,32,12,1,0,0,0,5.2668,2.2258
