treat,age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75
1.00E+000,2.70E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,2.14E+003,3.58E+002,2.22E+004,0,0
1.00E+000,2.00E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,3.78E+002,1.65E+003,1,0
1.00E+000,1.90E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,3.85E+002,8.12E+003,1,0
1.00E+000,2.30E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,5.51E+003,5.01E+002,6.71E+002,0,0
1.00E+000,2.90E+001,1.40E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,6.80E+002,1.78E+004,1,0
1.00E+000,1.80E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,7.99E+002,9.74E+003,1,0
1.00E+000,1.90E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,7.99E+002,1.77E+004,1,0
1.00E+000,2.70E+001,1.30E+001,0.00E+000,0.00E+000,1.00E+000,0.00E+000,9.38E+003,8.54E+002,0.00E+000,0,0
1.00E+000,1.80E+001,1.10E+001,0.00E+000,0.00E+000,0.00E+000,1.00E+000,3.68E+003,9.20E+002,4.32E+003,0,0
1.00E+000,2.70E+001,9.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,9.34E+002,1.77E+003,1,0
1.00E+000,2.20E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,5.61E+003,9.36E+002,0.00E+000,0,0
1.00E+000,2.30E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,9.36E+002,1.12E+004,1,0
1.00E+000,2.30E+001,1.20E+001,0.00E+000,1.00E+000,0.00E+000,0.00E+000,9.39E+003,1.12E+003,5.59E+002,0,0
1.00E+000,2.00E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,3.64E+003,1.22E+003,1.09E+003,0,0
1.00E+000,1.70E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,1.72E+003,1.25E+003,5.45E+003,0,0
1.00E+000,2.80E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,1.28E+003,6.03E+004,1,0
1.00E+000,2.60E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,1.39E+003,1.46E+003,1,0
1.00E+000,2.00E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,1.63E+004,1.48E+003,6.94E+003,0,0
1.00E+000,2.40E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,8.24E+002,1.67E+003,4.03E+003,0,0
1.00E+000,3.10E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,1.70E+003,1.04E+004,1,0
1.00E+000,2.30E+001,8.00E+000,0.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,1.71E+003,4.23E+003,1,0
1.00E+000,1.80E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,2.14E+003,1.78E+003,1.11E+004,0,0
1.00E+000,2.90E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1.09E+004,1.82E+003,0.00E+000,0,0
1.00E+000,2.60E+001,1.10E+001,0.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,2.23E+003,1.34E+004,1,0
1.00E+000,2.40E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,9.15E+003,2.29E+003,4.85E+003,0,0
1.00E+000,2.50E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1.44E+004,2.41E+003,0.00E+000,0,0
1.00E+000,2.40E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,4.25E+003,2.42E+003,1.66E+003,0,0
1.00E+000,4.60E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,3.17E+003,2.59E+003,0.00E+000,0,0
1.00E+000,3.10E+001,1.20E+001,0.00E+000,0.00E+000,0.00E+000,0.00E+000,0.00E+000,2.61E+003,2.48E+003,1,0
1.00E+000,1.90E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,2.31E+003,2.62E+003,4.15E+003,0,0
1.00E+000,1.90E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,2.66E+003,9.97E+003,1,0
1.00E+000,2.70E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,2.21E+003,2.67E+003,0.00E+000,0,0
1.00E+000,2.60E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,2.75E+003,2.64E+004,1,0
1.00E+000,2.00E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,5.01E+003,2.78E+003,5.62E+003,0,0
1.00E+000,2.80E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,2.84E+003,3.20E+003,1,0
1.00E+000,2.40E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1.38E+004,2.84E+003,6.17E+003,0,0
1.00E+000,1.90E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,2.64E+003,2.94E+003,7.54E+003,0,0
1.00E+000,2.30E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,6.27E+003,3.04E+003,8.48E+003,0,0
1.00E+000,4.20E+001,9.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,0.00E+000,3.06E+003,1.29E+003,1,0
1.00E+000,2.50E+001,1.30E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,1.24E+004,3.09E+003,0.00E+000,0,0
1.00E+000,1.80E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,3.29E+003,5.01E+003,1,0
1.00E+000,2.10E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,6.47E+003,3.33E+003,9.37E+003,0,0
1.00E+000,2.70E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,1.00E+003,3.55E+003,0.00E+000,0,0
1.00E+000,2.10E+001,8.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,9.89E+002,3.70E+003,4.28E+003,0,0
1.00E+000,2.20E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,2.19E+003,3.84E+003,3.46E+003,0,0
1.00E+000,3.10E+001,4.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,8.52E+003,4.02E+003,7.38E+003,0,0
1.00E+000,2.40E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,1.17E+004,4.08E+003,0.00E+000,0,0
1.00E+000,2.90E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,4.40E+003,0.00E+000,1,0
1.00E+000,2.90E+001,1.20E+001,1.00E+000,0.00E+000,0.00E+000,0.00E+000,9.75E+003,4.88E+003,1.10E+004,0,0
1.00E+000,1.90E+001,1.00E+001,0.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,5.32E+003,1.38E+004,1,0
1.00E+000,1.90E+001,1.10E+001,0.00E+000,1.00E+000,1.00E+000,1.00E+000,5.42E+003,5.46E+003,6.79E+003,0,0
1.00E+000,3.10E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,1.07E+004,5.52E+003,9.56E+003,0,0
1.00E+000,2.20E+001,1.00E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,1.47E+003,5.59E+003,1.32E+004,0,0
1.00E+000,2.10E+001,9.00E+000,1.00E+000,0.00E+000,0.00E+000,1.00E+000,6.42E+003,5.75E+003,7.44E+002,0,0
1.00E+000,1.70E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,1.29E+003,5.79E+003,5.52E+003,0,0
1.00E+000,2.60E+001,1.20E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,8.41E+003,5.79E+003,1.42E+003,0,0
1.00E+000,2.00E+001,9.00E+000,0.00E+000,1.00E+000,0.00E+000,1.00E+000,1.23E+004,5.88E+003,1.36E+003,0,0
1.00E+000,1.90E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,4.12E+003,6.06E+003,0.00E+000,0,0
1.00E+000,2.60E+001,1.00E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,2.59E+004,6.79E+003,6.73E+002,0,0
1.00E+000,2.80E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,1.93E+003,6.87E+003,0.00E+000,0,0
1.00E+000,2.20E+001,1.20E+001,0.00E+000,1.00E+000,1.00E+000,0.00E+000,4.92E+002,7.06E+003,1.01E+004,0,0
1.00E+000,3.30E+001,1.10E+001,1.00E+000,0.00E+000,0.00E+000,1.00E+000,0.00E+000,7.87E+003,6.28E+003,1,0
1.00E+000,2.20E+001,1.20E+001,0.00E+000,0.00E+000,0.00E+000,0.00E+000,6.76E+003,8.46E+003,1.26E+004,0,0
1.00E+000,2.90E+001,1.00E+001,0.00E+000,1.00E+000,0.00E+000,1.00E+000,0.00E+000,8.85E+003,5.11E+003,1,0
1.00E+000,3.30E+001,1.20E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,2.03E+004,1.09E+004,1.60E+004,0,0
1.00E+000,2.50E+001,1.40E+001,1.00E+000,0.00E+000,1.00E+000,0.00E+000,3.50E+004,1.15E+004,3.66E+004,0,0
1.00E+000,3.50E+001,9.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,1.36E+004,1.38E+004,1.28E+004,0,0
1.00E+000,3.50E+001,8.00E+000,1.00E+000,0.00E+000,1.00E+000,1.00E+000,1.37E+004,1.80E+004,3.79E+003,0,0
1.00E+000,3.30E+001,1.10E+001,1.00E+000,0.00E+000,1.00E+000,1.00E+000,1.47E+004,2.51E+004,4.18E+003,0,0
