re78,treat,age,education,married,black,hispanic,nodegree,re74,re75,u74,u75
22.0181,0,33,16,1,0,0,0,0.9642,1.4839,0,0
26.2296,0,25,16,1,0,0,0,0.9642,4.7065,0,0
25.1214,0,26,12,1,1,0,0,1.117,2.379,0,0
15.0492,0,39,12,1,0,0,0,1.1385,0.3667,0,0
19.6538,0,31,14,1,0,0,0,1.1405,0.1411,0,0
19.6538,0,31,14,1,0,0,0,1.1405,0.1411,0,0
23.6436,0,23,13,1,1,0,0,1.1601,7.9032,0,0
12.2326,0,42,12,1,0,0,0,1.1601,1.4839,0,0
0,0,36,14,1,0,0,0,1.1601,3.4604,0,0
21.2793,0,26,12,1,0,0,0,1.1601,4.1694,0,0
24.7874,0,46,17,0,0,0,0,1.258,4.0942,0,0
35.4654,0,31,12,1,0,0,0,1.356,5.0387,0,0
21.7226,0,27,12,1,1,0,0,1.356,0.5887,0,0
25.5588,0,25,12,1,0,1,0,1.5127,6.5863,0,0
41.3763,0,42,16,1,0,0,0,1.5519,0,0,1
0,0,28,12,1,0,0,0,1.5519,8.3662,0,0
21.7226,0,28,12,1,0,0,0,1.5519,0.5629,0,0
16.255,0,27,13,1,0,0,0,1.5519,4.3226,0,0
15.6388,0,35,12,1,1,0,0,1.5519,4.3226,0,0
15.6388,0,35,12,1,1,0,0,1.5519,4.3226,0,0
26.5991,0,26,12,1,0,0,0,1.5519,5.2177,0,0
19.2104,0,19,12,1,0,0,0,1.5519,5.7548,0,0
20.6882,0,29,12,1,0,0,0,1.5519,7.0081,0,0
25.1214,0,34,12,1,1,0,0,1.5519,7.9032,0,0
44.3318,0,28,16,1,0,0,0,1.5519,8.6194,0,0
23.3481,0,31,16,1,0,0,0,1.5519,8.7984,0,0
17.7327,0,37,15,0,1,0,0,1.5519,9.2102,0,0
31.0323,0,40,12,1,0,0,0,1.5519,9.6935,0,0
44.3318,0,37,12,1,0,0,0,1.5519,9.6935,0,0
0,0,48,12,1,0,0,0,1.5519,0.2306,0,0
19.2104,0,43,12,1,0,0,0,1.5519,0.5887,0,0
28.8157,0,26,16,1,0,0,0,1.5519,0.5887,0,0
19.9493,0,29,12,1,0,0,0,1.5519,0.5887,0,0
23.0525,0,27,12,1,0,0,0,1.5519,1.1204,0,0
23.2003,0,22,14,1,0,0,0,1.5519,1.4839,0,0
26.5991,0,23,12,1,0,0,0,1.5519,1.4839,0,0
12.5341,0,21,12,1,0,0,0,1.5519,1.4839,0,0
23.6436,0,36,12,1,0,0,0,1.5519,1.4839,0,0
29.4925,0,26,16,1,0,0,0,1.5519,1.4839,0,0
21.427,0,33,12,1,0,0,0,1.5519,1.4839,0,0
24.3825,0,37,12,1,0,0,0,1.5519,2.379,0,0
33.2488,0,29,16,0,0,0,0,1.5519,2.7371,0,0
31.5051,0,25,14,1,0,0,0,1.5519,2.9161,0,0
27.6335,0,27,16,1,0,0,0,1.5519,3.2742,0,0
22.9048,0,41,17,1,0,0,0,1.5519,3.2742,0,0
23.6436,0,29,16,1,0,0,0,1.5519,3.2742,0,0
22.1659,0,34,14,1,0,0,0,1.5519,3.2742,0,0
26.6331,0,45,12,1,0,0,0,1.5519,3.6323,0,0
21.427,0,41,12,1,1,0,0,1.5519,4.8855,0,0
26.4232,0,35,13,1,1,0,0,1.5519,5.9597,0,0
58.6657,0,23,12,1,0,0,0,1.5519,5.9597,0,0
36.9432,0,43,17,0,0,0,0,1.5519,5.9597,0,0
38.4209,0,21,12,1,0,0,0,1.5519,6.1387,0,0
35.4654,0,22,12,1,0,0,0,1.5519,6.7653,0,0
53.937,0,25,17,1,0,0,0,1.5519,1.1516,0,0
44.3318,0,23,16,1,0,0,0,1.5519,5.8065,0,0
22.1659,0,28,14,1,0,0,0,1.6499,6.8548,0,0
22.1659,0,44,13,1,0,0,0,1.6793,1.9189,0,0
2.2166,0,23,12,0,0,0,0,1.7479,1.4133,0,0
18.6194,0,39,14,1,0,0,0,1.7479,1.8419,0,0
25.1214,0,23,12,1,0,0,0,1.8654,1.4839,0,0
18.7671,0,24,14,1,1,0,0,1.8693,6.3535,0,0
35.3177,0,24,13,1,0,1,0,1.9222,4.7423,0,0
24.3825,0,51,12,1,0,0,0,1.9438,9.1565,0,0
21.1315,0,34,12,1,0,0,0,1.9438,0.4097,0,0
18.3238,0,27,12,1,0,0,0,1.9438,0.5887,0,0
22.1659,0,29,17,1,0,0,0,1.9438,1.7524,0,0
36.9432,0,26,14,1,1,0,0,1.9438,5.9597,0,0
25.8602,0,26,13,1,0,1,0,1.9536,5.6717,0,0
41.3763,0,23,14,0,0,0,0,2.1397,8.7984,0,0
23.6436,0,46,12,1,0,0,0,2.1397,2.6225,0,0
61.769,0,27,12,0,0,0,0,2.1397,5.4226,0,0
33.2488,0,30,17,1,1,0,0,2.1397,7.929,0,0
29.5545,0,25,12,1,1,0,0,2.1397,3.3,0,0
26.5991,0,27,14,1,0,0,0,2.2181,3.3064,0,0
14.7773,0,27,17,1,0,0,0,2.2377,2.379,0,0
26.8769,0,50,12,1,0,0,0,2.3063,7.5441,0,0
26.8769,0,50,12,1,0,0,0,2.3063,7.5441,0,0
26.8769,0,50,12,1,0,0,0,2.3063,7.5441,0,0
25.3992,0,48,12,1,0,0,0,2.3219,3.8811,0,0
29.0373,0,24,16,1,0,0,0,2.3356,2.8803,0,0
31.0323,0,25,12,1,0,1,0,2.3356,4.1694,0,0
23.2698,0,37,12,1,0,0,0,2.4414,6.385,0,0
23.2698,0,37,12,1,0,0,0,2.4414,6.385,0,0
23.6436,0,29,12,1,1,0,0,2.5316,8.6194,0,0
35.4654,0,27,15,1,0,0,0,2.5316,0.5887,0,0
22.1659,0,41,12,1,0,1,0,2.5316,0.9468,0,0
22.1659,0,29,12,1,0,0,0,2.5316,1.4839,0,0
23.6436,0,27,16,1,0,0,0,2.5316,1.4839,0,0
23.6436,0,44,12,1,0,0,0,2.5316,2.379,0,0
37.2387,0,26,13,1,0,0,0,2.5316,2.379,0,0
26.5991,0,34,12,1,0,0,0,2.5316,2.379,0,0
24.3825,0,20,12,1,0,0,0,2.5316,3.2742,0,0
28.5201,0,43,14,1,0,0,0,2.5316,3.2742,0,0
25.5647,0,47,12,1,0,1,0,2.5316,5.0287,0,0
29.5545,0,31,12,1,0,0,0,2.5316,5.0645,0,0
24.9736,0,33,12,1,0,0,0,2.5316,6.4968,0,0
29.5545,0,24,12,0,1,0,0,2.5316,6.8548,0,0
42.8541,0,27,16,0,0,0,0,2.5316,0.4355,0,0
26.5991,0,23,14,1,0,0,0,2.5316,3.6581,0,0
28.8157,0,27,17,1,0,0,0,2.5943,8.2613,0,0
17.7327,0,50,16,0,0,0,0,2.6295,9.6935,0,0
20.6882,0,22,14,1,0,0,0,2.6824,4.7065,0,0
27.7813,0,31,12,1,1,0,0,2.7275,1.5039,0,0
20.6882,0,34,12,1,0,0,0,2.7275,8.6194,0,0
22.9048,0,28,12,1,0,0,0,2.7275,0.0516,0,0
26.5991,0,26,12,1,0,0,0,2.7275,1.4839,0,0
22.9048,0,46,12,1,0,0,0,2.7275,1.8419,0,0
24.0869,0,27,17,1,0,0,0,2.7275,2.379,0,0
24.3825,0,47,13,1,0,0,0,2.7275,2.5581,0,0
27.0424,0,29,17,1,0,0,0,2.9234,1.4839,0,0
26.4513,0,24,16,0,0,0,0,2.9234,2.379,0,0
28.0768,0,30,16,1,0,0,0,2.9234,3.2742,0,0
14.7773,0,23,12,1,0,0,0,2.9822,4.0333,0,0
0,0,27,15,1,0,0,0,3.1193,0,0,1
25.1952,0,25,12,1,0,0,0,3.1193,4.0745,0,0
27.6335,0,26,12,1,0,0,0,3.3153,6.7671,0,0
0,0,26,12,1,0,0,0,3.5112,0,0,1
21.2793,0,25,12,1,0,0,0,3.5112,1.279,0,0
31.0323,0,32,12,1,0,0,0,3.5112,3.7855,0,0
66.4977,0,32,12,1,0,1,0,3.5112,3.9645,0,0
39.974,0,50,16,0,0,0,0,3.5112,4.3226,0,0
20.8507,0,25,13,0,0,0,0,3.5112,4.3226,0,0
23.6436,0,33,12,1,1,0,0,3.5112,4.3226,0,0
12.738,0,27,12,1,0,0,0,3.5112,5.0387,0,0
22.0181,0,28,16,1,1,0,0,3.5112,6.1129,0,0
0,0,28,12,1,0,0,0,3.5112,6.1129,0,0
30.2934,0,38,12,1,0,0,0,3.5112,6.1129,0,0
22.1659,0,31,12,1,0,0,0,3.5112,7.9032,0,0
36.9432,0,28,12,1,0,0,0,3.5112,8.7984,0,0
13.5596,0,43,12,1,1,0,0,3.5112,9.4214,0,0
76.8418,0,37,17,1,1,0,0,3.5112,9.6935,0,0
76.8418,0,37,17,1,1,0,0,3.5112,9.6935,0,0
18.9149,0,23,12,1,0,0,0,3.5112,9.8547,0,0
22.1659,0,55,12,1,0,0,0,3.5112,0.5887,0,0
23.422,0,34,17,1,0,0,0,3.5112,0.5887,0,0
69.4531,0,28,17,1,0,0,0,3.5112,0.9468,0,0
27.83,0,31,14,1,0,0,0,3.5112,1.4839,0,0
23.6436,0,28,12,1,0,0,0,3.5112,1.4839,0,0
25.1214,0,25,12,1,0,1,0,3.5112,1.4839,0,0
59.1091,0,54,15,1,0,0,0,3.5112,1.4839,0,0
22.1659,0,42,12,0,1,0,0,3.5112,1.4839,0,0
29.5545,0,35,12,1,0,0,0,3.5112,1.4839,0,0
22.1659,0,27,13,0,0,0,0,3.5112,1.4839,0,0
0,0,45,12,1,0,0,0,3.5112,1.4839,0,0
31.6233,0,26,12,1,1,0,0,3.5112,1.4839,0,0
11.8218,0,28,16,1,0,0,0,3.5112,1.4839,0,0
22.1659,0,30,16,1,0,0,0,3.5112,1.4839,0,0
23.0525,0,24,12,1,0,1,0,3.5112,1.4839,0,0
22.1659,0,26,14,1,0,0,0,3.5112,2.021,0,0
22.1659,0,35,14,1,0,0,0,3.5112,2.379,0,0
0,0,42,17,1,0,0,0,3.5112,2.379,0,0
0,0,42,17,1,0,0,0,3.5112,2.379,0,0
27.3379,0,28,16,1,0,0,0,3.5112,2.379,0,0
29.5545,0,28,12,1,0,0,0,3.5112,2.379,0,0
23.5313,0,27,14,1,0,0,0,3.5112,2.5581,0,0
21.8349,0,35,16,1,0,0,0,3.5112,2.7371,0,0
17.7327,0,55,12,1,0,0,0,3.5112,2.9161,0,0
33.2488,0,36,14,1,0,0,0,3.5112,3.2742,0,0
29.5545,0,42,16,1,0,1,0,3.5112,3.2742,0,0
26.1558,0,22,12,1,0,0,0,3.5112,3.2742,0,0
36.9432,0,33,12,1,1,0,0,3.5112,3.2742,0,0
25.1214,0,38,12,1,0,0,0,3.5112,3.2742,0,0
39.8986,0,48,16,1,0,0,0,3.5112,3.2742,0,0
39.8986,0,48,16,1,0,0,0,3.5112,3.2742,0,0
26.008,0,25,13,1,0,0,0,3.5112,3.4568,0,0
31.0323,0,23,14,1,0,0,0,3.5112,4.1694,0,0
28.9634,0,31,16,1,0,0,0,3.5112,4.7065,0,0
26.5991,0,26,12,1,0,0,0,3.5112,4.8855,0,0
26.5991,0,32,12,1,0,0,0,3.5112,5.0645,0,0
0,0,29,13,1,0,0,0,3.5112,5.0645,0,0
0,0,29,13,1,0,0,0,3.5112,5.0645,0,0
27.0424,0,30,16,1,0,0,0,3.5112,5.2435,0,0
23.9746,0,47,14,1,1,0,0,3.5112,5.5658,0,0
25.1214,0,51,12,1,1,0,0,3.5112,5.6016,0,0
31.0323,0,26,14,1,0,0,0,3.5112,5.7806,0,0
35.4654,0,32,16,1,0,0,0,3.5112,5.9597,0,0
29.5545,0,35,14,1,0,0,0,3.5112,6.4968,0,0
29.5545,0,35,14,1,0,0,0,3.5112,6.4968,0,0
2.0496,0,54,12,1,0,0,0,3.5112,6.8548,0,0
26.5991,0,55,12,1,0,0,0,3.5112,6.8548,0,0
26.5991,0,55,12,1,0,0,0,3.5112,6.8548,0,0
29.5545,0,38,12,1,0,0,0,3.5112,6.8548,0,0
18.176,0,25,12,0,0,0,0,3.5112,6.8548,0,0
32.51,0,30,12,1,0,0,0,3.5112,8.6452,0,0
28.0768,0,25,17,1,0,0,0,3.5112,9.0032,0,0
15.5161,0,39,12,0,0,0,0,3.5112,1.5097,0,0
36.9432,0,28,14,1,0,0,0,3.5112,2.2258,0,0
17.7327,0,47,12,1,1,0,0,3.5112,2.2258,0,0
32.51,0,39,17,1,0,0,0,3.5112,5.4484,0,0
23.6436,0,49,12,1,0,0,0,3.5112,5.8065,0,0
0,0,21,12,1,0,0,0,3.5112,0.129,0,0
23.9392,0,31,14,1,0,0,0,3.7071,0.7677,0,0
33.9877,0,27,12,1,0,0,0,3.7071,1.4839,0,0
22.9048,0,37,12,1,0,0,0,3.7071,2.2,0,0
19.4114,0,51,12,1,0,0,0,3.7071,2.379,0,0
28.0768,0,29,12,1,0,0,0,3.7071,6.8548,0,0
23.2003,0,27,14,1,0,0,0,3.7071,9.5403,0,0
0.4492,0,24,13,1,0,0,0,3.9031,1.7903,0,0
12.4129,0,32,12,1,0,0,0,3.9031,4.8121,0,0
27.0424,0,31,17,1,0,0,0,3.9031,5.6016,0,0
0,0,46,12,0,0,0,0,3.9187,2.5323,0,0
26.5991,0,40,15,1,0,1,0,4.001,3.2742,0,0
36.2043,0,27,16,1,0,0,0,4.099,7.1613,0,0
25.8602,0,27,17,1,0,0,0,4.099,2.2,0,0
27.3379,0,28,14,1,0,0,0,4.099,2.379,0,0
23.6436,0,29,17,1,0,0,0,4.099,4.5274,0,0
25.5647,0,36,13,1,0,0,0,4.099,5.0645,0,0
17.4372,0,23,12,1,0,0,0,4.099,6.8548,0,0
21.427,0,28,12,1,0,0,0,4.2949,8.2613,0,0
19.2104,0,28,12,1,0,0,0,4.3831,5.2177,0,0
22.9048,0,34,12,1,0,0,0,4.4869,2.2,0,0
22.1659,0,41,12,1,0,0,0,4.4908,4.3226,0,0
0,0,25,13,1,0,0,0,4.4908,8.2613,0,0
10.6396,0,45,12,1,0,0,0,4.4908,1.4839,0,0
28.0768,0,45,12,1,1,0,0,4.4908,1.4839,0,0
33.9877,0,41,12,1,0,0,0,4.4908,1.4839,0,0
24.8258,0,35,16,0,0,0,0,4.4908,1.8419,0,0
25.1214,0,35,13,1,1,0,0,4.4908,3.2742,0,0
25.8602,0,29,16,1,0,0,0,4.4908,3.4532,0,0
23.4959,0,28,13,1,0,0,0,4.4908,3.8686,0,0
22.1659,0,35,13,1,0,0,0,4.4908,3.9903,0,0
25.6386,0,35,16,1,0,0,0,4.4908,4.1694,0,0
29.5545,0,30,12,1,0,0,0,4.4908,5.0645,0,0
28.0768,0,29,12,1,0,0,0,4.4908,5.0645,0,0
26.6434,0,26,14,1,1,0,0,4.4908,5.718,0,0
45.8095,0,28,16,1,0,0,0,4.4908,6.461,0,0
38.4209,0,30,16,1,0,0,0,4.4908,6.8548,0,0
29.7023,0,26,17,0,0,0,0,4.4908,6.8548,0,0
39.1598,0,22,13,1,0,0,0,4.4908,6.8548,0,0
25.1214,0,22,12,1,0,0,0,4.4908,6.8548,0,0
9.6052,0,26,16,0,0,0,0,4.4908,7.75,0,0
35.4654,0,43,12,1,1,0,0,4.4908,9.3559,0,0
39.8986,0,43,13,1,1,0,0,4.4908,4.0161,0,0
25.1214,0,48,16,1,0,0,0,4.6633,8.0823,0,0
27.929,0,45,12,1,0,0,0,4.6868,5.2177,0,0
22.6092,0,27,12,1,1,0,0,4.6868,2.5581,0,0
23.3481,0,44,17,1,0,0,0,4.6868,3.2742,0,0
29.5545,0,26,16,1,0,0,0,4.6868,5.4226,0,0
26.4513,0,54,16,1,0,0,0,4.6868,6.8548,0,0
26.4513,0,54,16,1,0,0,0,4.6868,6.8548,0,0
26.4513,0,54,16,1,0,0,0,4.6868,6.8548,0,0
24.3825,0,29,12,1,0,0,0,4.6868,7.75,0,0
34.3202,0,22,12,1,0,0,0,4.7651,1.5949,0,0
27.0616,0,39,17,1,0,0,0,4.8239,5.0645,0,0
36.9432,0,35,16,1,0,0,0,4.8827,4.5274,0,0
25.1214,0,44,12,1,0,0,0,4.8827,7.929,0,0
26.5991,0,32,16,1,0,0,0,4.9807,5.0645,0,0
24.5303,0,27,17,1,0,0,0,5.0786,9.6935,0,0
24.5303,0,27,17,1,0,0,0,5.0786,9.6935,0,0
26.5991,0,26,12,1,0,0,0,5.0786,3.2742,0,0
26.7808,0,46,12,1,0,0,0,5.0786,4.1694,0,0
30.1456,0,25,16,0,0,0,0,5.0786,5.6016,0,0
29.5545,0,35,12,1,0,0,0,5.0786,6.8548,0,0
24.449,0,33,16,1,0,0,0,5.0786,6.8548,0,0
36.9432,0,26,16,1,0,0,0,5.0786,0.7935,0,0
29.5545,0,26,12,1,1,0,0,5.0884,3.2742,0,0
25.1214,0,20,12,1,0,0,0,5.2941,8.7984,0,0
20.2449,0,49,12,1,0,0,0,5.4705,7.9534,0,0
23.6436,0,25,13,1,0,0,0,5.4705,8.7984,0,0
26.5991,0,28,12,0,1,0,0,5.4705,9.6935,0,0
26.5991,0,28,13,1,0,0,0,5.4705,9.6935,0,0
26.5991,0,35,12,1,1,0,0,5.4705,1.4839,0,0
25.1214,0,27,12,0,0,0,0,5.4705,1.4839,0,0
25.6341,0,44,12,1,0,0,0,5.4705,1.4839,0,0
32.51,0,23,12,1,0,1,0,5.4705,1.4839,0,0
31.7711,0,32,12,1,1,0,0,5.4705,2.379,0,0
25.1214,0,24,12,1,0,0,0,5.4705,2.7371,0,0
31.0323,0,27,12,1,0,0,0,5.4705,3.0952,0,0
29.5545,0,46,12,1,0,0,0,5.4705,3.2742,0,0
22.1659,0,31,12,1,0,0,0,5.4705,3.2742,0,0
29.5545,0,27,15,0,1,0,0,5.4705,4.1694,0,0
12.7084,0,51,16,0,0,0,0,5.4705,4.1694,0,0
25.1214,0,43,12,1,1,0,0,5.4705,5.0645,0,0
30.1456,0,32,16,1,1,0,0,5.4705,5.4226,0,0
22.4614,0,37,12,0,0,0,0,5.4705,5.7806,0,0
22.4614,0,37,12,0,0,0,0,5.4705,5.7806,0,0
28.0768,0,30,12,1,0,0,0,5.4705,5.9597,0,0
27.898,0,45,12,1,1,0,0,5.4705,6.6955,0,0
27.898,0,45,12,1,1,0,0,5.4705,6.6955,0,0
29.5545,0,49,17,1,0,0,0,5.4705,6.8548,0,0
29.5545,0,49,17,1,0,0,0,5.4705,6.8548,0,0
44.3318,0,26,17,1,0,0,0,5.4705,6.8548,0,0
32.51,0,37,13,1,0,0,0,5.4705,0.4355,0,0
21.427,0,44,17,1,0,0,0,5.4705,0.4355,0,0
38.4209,0,30,17,1,0,0,0,5.4705,1.3306,0,0
29.5545,0,51,12,1,0,0,0,5.4705,2.2258,0,0
22.1659,0,28,17,1,0,0,0,5.6076,8.0912,0,0
35.4654,0,29,16,1,0,0,0,5.6664,8.2871,0,0
23.0525,0,40,12,1,0,0,0,5.7075,0.4097,0,0
0,0,34,16,1,0,0,0,5.8623,0,0,1
24.8258,0,51,12,1,0,0,0,5.8623,0.5887,0,0
35.4654,0,26,16,1,0,0,0,5.8623,2.379,0,0
35.4654,0,46,12,1,0,0,0,5.8623,3.2742,0,0
26.5991,0,45,14,1,0,0,0,5.8623,8.6452,0,0
26.5991,0,49,12,1,0,0,0,5.8623,8.6452,0,0
15.6462,0,26,16,0,0,0,0,5.8623,1.7908,0,0
29.259,0,30,16,1,0,0,0,6.0582,8.6452,0,0
0,0,50,12,1,0,0,0,6.2542,0,0,1
26.5991,0,25,12,0,0,0,0,6.2542,1.4839,0,0
31.0323,0,27,17,0,0,0,0,6.2542,9.5403,0,0
17.7327,0,46,16,1,0,0,0,6.2934,5.1606,0,0
17.7327,0,46,16,1,0,0,0,6.2934,5.1606,0,0
29.5545,0,43,12,1,1,0,0,6.4501,4.3226,0,0
31.0323,0,27,12,1,1,0,0,6.4501,8.7984,0,0
19.2104,0,22,12,0,0,0,0,6.4501,3.2742,0,0
29.5545,0,55,12,1,0,0,0,6.4501,3.9903,0,0
26.008,0,53,12,1,0,0,0,6.4501,5.0645,0,0
26.7469,0,44,12,1,0,0,0,6.4501,5.9597,0,0
26.6257,0,47,13,1,0,0,0,6.4501,5.9597,0,0
29.5545,0,46,14,1,0,0,0,6.4501,6.4968,0,0
35.4654,0,25,12,1,0,0,0,6.4501,6.8369,0,0
25.8602,0,31,15,0,1,0,0,6.4501,6.8548,0,0
29.5545,0,28,16,1,0,0,0,6.4501,6.8548,0,0
32.4213,0,40,16,1,0,0,0,6.4501,6.8548,0,0
32.4213,0,40,16,1,0,0,0,6.4501,6.8548,0,0
29.4806,0,28,12,1,0,0,0,6.4501,6.8584,0,0
28.8157,0,29,15,1,0,0,0,6.4501,7.2505,0,0
29.5545,0,42,16,1,0,0,0,6.4501,7.4994,0,0
29.5545,0,30,15,1,0,0,0,6.4501,7.571,0,0
6.3542,0,39,12,1,0,0,0,6.4501,7.75,0,0
29.5545,0,30,16,1,0,0,0,6.4501,8.1976,0,0
26.5991,0,50,12,1,0,0,0,6.4501,0.0774,0,0
29.3151,0,29,17,0,0,0,0,6.6147,8.5037,0,0
32.51,0,29,15,1,0,0,0,6.646,9.6935,0,0
35.4654,0,27,12,1,0,0,0,6.646,9.5403,0,0
17.7327,0,31,12,1,0,1,0,6.842,6.9823,0,0
17.7327,0,31,12,1,0,1,0,6.842,6.9823,0,0
42.8541,0,29,12,1,0,0,0,6.842,0.5887,0,0
19.2104,0,27,16,1,0,0,0,6.842,2.2,0,0
20.3926,0,26,17,0,1,0,0,6.842,5.2435,0,0
36.9432,0,42,17,1,0,0,0,6.842,1.3306,0,0
33.8399,0,24,12,1,1,0,0,6.842,1.6887,0,0
36.9432,0,48,12,1,1,0,0,6.9086,2.5581,0,0
22.1659,0,25,13,1,0,0,0,6.9967,8.1976,0,0
20.6882,0,21,12,1,1,0,0,7.0379,6.5605,0,0
23.6436,0,48,12,1,0,0,0,7.0379,5.0645,0,0
27.3379,0,50,12,1,0,0,0,7.0379,6.8548,0,0
51.7204,0,28,17,1,0,0,0,7.0379,7.75,0,0
26.5991,0,29,17,0,0,0,0,7.0379,9.1823,0,0
28.8157,0,33,17,1,0,0,0,7.0379,1.8677,0,0
32.51,0,52,12,1,0,0,0,7.2201,4.7065,0,0
32.51,0,22,12,1,0,0,0,7.2338,4.3226,0,0
29.5545,0,43,12,1,0,0,0,7.2338,5.0645,0,0
31.0323,0,34,13,1,0,0,0,7.2338,5.0645,0,0
28.0768,0,46,12,1,0,0,0,7.2338,8.6452,0,0
0,0,31,17,1,0,0,0,7.4297,0,0,1
23.5786,0,28,13,1,0,0,0,7.4297,0.5887,0,0
22.6092,0,44,12,1,1,0,0,7.4297,1.4839,0,0
28.5201,0,25,12,1,0,0,0,7.4297,1.4839,0,0
29.6447,0,29,14,1,0,0,0,7.4297,2.0997,0,0
25.7124,0,24,16,0,0,0,0,7.4297,2.2,0,0
0,0,31,12,1,0,0,0,7.4297,2.379,0,0
38.4209,0,40,12,1,1,0,0,7.4297,3.2742,0,0
20.6882,0,30,17,1,0,0,0,7.4297,5.0645,0,0
32.51,0,26,16,1,1,0,0,7.4297,5.0645,0,0
16.255,0,32,12,1,0,0,0,7.4297,5.0645,0,0
28.8157,0,26,15,1,0,0,0,7.4297,5.0645,0,0
31.0323,0,28,16,1,0,0,0,7.4297,5.0645,0,0
24.3825,0,54,13,1,0,0,0,7.4297,5.4226,0,0
31.0323,0,30,14,1,0,0,0,7.4297,5.7806,0,0
24.3825,0,33,14,1,0,0,0,7.4297,5.9597,0,0
27.8463,0,33,12,1,0,0,0,7.4297,5.9597,0,0
32.51,0,26,12,1,0,0,0,7.4297,6.4968,0,0
35.4654,0,44,13,1,0,0,0,7.4297,6.7743,0,0
26.5991,0,49,12,1,0,0,0,7.4297,6.8548,0,0
17.8066,0,55,17,1,1,0,0,7.4297,6.8548,0,0
22.1659,0,28,12,1,0,0,0,7.4297,6.8548,0,0
25.1214,0,45,12,1,0,0,0,7.4297,6.8548,0,0
20.6882,0,30,14,1,1,0,0,7.4297,6.8924,0,0
25.4405,0,40,12,1,0,0,0,7.4297,7.0088,0,0
26.5991,0,27,17,1,0,0,0,7.4297,7.75,0,0
28.0768,0,51,16,1,0,0,0,7.4297,8.6452,0,0
28.0768,0,51,16,1,0,0,0,7.4297,8.6452,0,0
25.1214,0,43,12,1,0,0,0,7.4297,8.6452,0,0
0,0,37,12,1,0,0,0,7.4297,8.6452,0,0
0,0,37,12,1,0,0,0,7.4297,8.6452,0,0
27.929,0,38,14,1,0,0,0,7.4297,9.0462,0,0
30.7367,0,36,16,0,0,0,0,7.4297,0.2565,0,0
24.9736,0,27,13,1,1,0,0,7.4297,0.4355,0,0
31.978,0,21,12,1,0,0,0,7.4297,0.4355,0,0
31.0323,0,25,14,0,0,0,0,7.4297,2.2258,0,0
38.4209,0,33,13,1,0,0,0,7.4297,1.1774,0,0
26.5991,0,38,14,1,0,0,0,7.4297,8.0323,0,0
33.9877,0,32,16,1,0,0,0,7.6257,9.5403,0,0
32.51,0,27,12,0,0,0,0,7.8216,7.2129,0,0
32.51,0,24,17,0,0,0,0,7.8216,7.571,0,0
32.51,0,43,12,1,0,0,0,7.8216,8.6452,0,0
49.6516,0,26,17,1,0,0,0,7.8431,8.6452,0,0
22.757,0,33,12,1,0,0,0,8.0175,5.4226,0,0
36.9432,0,34,14,1,0,0,0,8.0175,6.8548,0,0
32.51,0,28,12,1,0,0,0,8.0175,9.5403,0,0
32.51,0,41,12,1,0,0,0,8.0175,0.4355,0,0
28.0768,0,25,12,1,0,0,0,8.0175,1.0621,0,0
31.0323,0,28,17,1,0,0,0,8.0175,1.1516,0,0
58.6539,0,26,13,1,1,0,0,8.1057,7.5968,0,0
26.4513,0,28,17,1,0,0,0,8.2134,5.4226,0,0
0,0,53,12,1,0,0,0,8.2134,6.8548,0,0
31.7711,0,55,12,1,0,0,0,8.2134,3.2069,0,0
23.3481,0,29,14,1,0,0,0,8.4094,1.1258,0,0
31.0323,0,39,14,1,0,0,0,8.4094,8.6452,0,0
32.51,0,31,16,1,0,0,0,8.4094,8.9155,0,0
32.51,0,25,16,1,0,0,0,8.4094,9.5403,0,0
10.9352,0,25,14,1,0,0,0,8.4094,0.4355,0,0
42.8541,0,29,16,1,0,0,0,8.4094,2.2258,0,0
29.5545,0,29,16,1,1,0,0,8.4094,2.2258,0,0
39.8986,0,27,14,1,0,0,0,8.4094,2.2258,0,0
35.4654,0,34,16,1,0,0,0,8.4094,2.5839,0,0
29.259,0,45,12,1,0,0,0,8.5896,8.2638,0,0
34.1355,0,28,12,1,0,0,0,8.6053,0.5887,0,0
26.9537,0,43,16,1,0,0,0,8.8012,7.929,0,0
31.0323,0,54,12,1,0,0,0,8.8894,5.8065,0,0
0,0,29,16,1,0,0,0,8.8992,9.5403,0,0
29.3698,0,55,12,1,0,0,0,9.101,6.409,0,0
29.3698,0,55,12,1,0,0,0,9.101,6.409,0,0
31.0323,0,29,12,0,1,0,0,9.1931,5.3968,0,0
25.1214,0,50,12,1,1,0,0,9.1931,7.9032,0,0
19.243,0,24,12,1,0,0,0,9.1931,1.3048,0,0
38.4209,0,26,12,1,0,0,0,9.3302,8.2871,0,0
30.2934,0,41,13,0,0,0,0,9.389,0,0,1
42.4108,0,47,17,1,0,0,0,9.389,0.2306,0,0
19.2104,0,28,17,1,0,0,0,9.389,1.4839,0,0
28.4906,0,42,12,1,0,0,0,9.389,2.379,0,0
19.2104,0,37,12,1,1,0,0,9.389,2.379,0,0
19.2104,0,37,12,1,1,0,0,9.389,2.379,0,0
0,0,48,16,1,0,0,0,9.389,3.2742,0,0
28.8157,0,21,12,1,0,0,0,9.389,4.1694,0,0
33.9877,0,46,12,1,0,0,0,9.389,4.2141,0,0
35.4654,0,29,12,1,0,0,0,9.389,5.9597,0,0
