state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
22,1993,7.5,0,1,5873.5225,0,20,11,0,5.8735225
22,1993,7.5,3,1,9701.0865,0,46,7,0,9.7010865
22,1993,7.5,0,1,13328.72,13328.72,25,10,1,0
22,1993,7.5,1,1,4665.0519,0,25,7,0,4.6650519
22,1993,7.5,0,1,888.58131,888.58131,24,0,1,0
22,1993,7.5,1,0,35582.128,31436.896,37,10,1,4.1452318
22,1993,7.5,0,1,46561.661,39986.159,49,11,0,6.5755017
22,1993,7.5,1,1,4291.8478,0,21,10,0,4.2918478
22,1993,7.5,0,1,35067.862,35067.862,23,11,1,0
22,1993,7.5,0,0,6873.1765,0,51,0,0,6.8731765
22,1993,7.5,1,1,38253.426,38253.426,38,7,1,0
22,1993,7.5,0,0,38926.526,38764.36,50,10,1,.16216609
23,1993,7.1,3,1,2998.9619,0,36,11,0,2.9989619
23,1993,7.1,3,0,6664.3599,0,36,11,0,6.6643599
23,1993,7.1,0,0,0,0,36,0,0,0
23,1993,7.1,1,0,4998.2699,0,32,10,0,4.9982699
23,1993,7.1,1,0,23706.239,0,38,11,0,23.706239
23,1993,7.1,0,0,10505.253,2443.5986,42,7,0,8.061654
23,1993,7.1,1,1,24547.059,22547.751,37,11,1,1.999308
23,1993,7.1,0,0,15328.028,15328.028,49,11,1,0
23,1993,7.1,5,1,8930.2422,0,31,11,0,8.9302422
23,1993,7.1,0,0,32628.706,6108.9965,54,7,0,26.519709
23,1993,7.1,0,0,15566.834,15547.952,21,7,1,.01888235
23,1993,7.1,3,1,11102.824,0,37,3,0,11.102824
23,1993,7.1,3,0,10524.135,0,38,7,0,10.524135
23,1993,7.1,4,0,10822.92,0,26,10,0,10.82292
23,1993,7.1,0,1,166.609,0,23,10,0,.166609
23,1993,7.1,3,0,2304.7578,2221.4533,24,11,1,.0833045
23,1993,7.1,0,0,37788.031,24326.024,34,7,1,13.462007
23,1993,7.1,4,1,30069.592,0,39,11,0,30.069592
23,1993,7.1,0,0,7775.0865,7775.0865,34,11,1,0
23,1993,7.1,0,0,18033.758,0,22,11,0,18.033758
23,1993,7.1,1,0,3185.564,0,21,11,0,3.185564
23,1993,7.1,0,0,0,0,30,10,0,0
23,1993,7.1,3,1,7161.9654,0,32,10,0,7.1619654
23,1993,7.1,0,0,33227.388,29767.474,20,11,1,3.4599135
23,1993,7.1,0,0,2079.2803,0,40,10,0,2.0792803
23,1993,7.1,1,0,6394.4533,0,37,9,0,6.3944533
23,1993,7.1,4,1,7837.2872,0,32,11,0,7.8372872
23,1993,7.1,0,1,5581.4014,0,29,9,0,5.5814014
23,1993,7.1,0,0,7108.6505,4442.9066,53,9,1,2.6657439
23,1993,7.1,2,0,27727.069,27727.069,33,11,1,0
23,1993,7.1,1,1,33632.803,33321.799,37,11,1,.31100346
23,1993,7.1,6,0,4375.1522,0,26,11,0,4.3751522
23,1993,7.1,0,0,15566.834,15547.952,24,7,1,.01888235
23,1993,7.1,2,0,17438.408,5220.4152,52,10,1,12.217993
23,1993,7.1,4,1,7850.6159,0,29,10,0,7.8506159
23,1993,7.1,1,0,3998.6159,0,35,7,0,3.9986159
23,1993,7.1,2,0,25368.997,19993.08,31,10,1,5.375917
23,1993,7.1,1,0,15439.1,11551.557,35,11,1,3.8875433
23,1993,7.1,0,0,7775.0865,0,25,11,0,7.7750865
23,1993,7.1,0,1,2052.6228,0,36,3,0,2.0526228
23,1993,7.1,0,0,37788.031,24326.024,27,7,1,13.462007
23,1993,7.1,0,0,5904.6228,0,34,0,0,5.9046228
23,1993,7.1,1,1,6803.2007,0,28,7,0,6.8032007
23,1993,7.1,1,0,6166.7543,3998.6159,27,10,1,2.1681384
23,1993,7.1,2,1,5371.474,0,24,10,0,5.371474
23,1993,7.1,0,0,19882.007,9885.4671,53,11,1,9.9965398
23,1993,7.1,0,0,8885.8131,8885.8131,48,9,1,0
23,1993,7.1,0,1,28179.135,2772.3737,46,10,0,25.406761
23,1993,7.1,0,0,8157.1765,0,27,10,0,8.1571765
23,1993,7.1,4,0,12382.381,0,32,10,0,12.382381
23,1993,7.1,0,0,8983.5571,0,47,0,0,8.9835571
23,1993,7.1,0,0,16105.536,15550.173,40,10,1,.55536332
23,1993,7.1,0,1,52552.92,47221.433,34,10,0,5.3314879
23,1993,7.1,1,0,4598.4083,2221.4533,27,9,1,2.376955
23,1993,7.1,0,0,1981.5363,0,50,0,0,1.9815363
23,1993,7.1,1,0,9451.173,5239.2976,24,9,1,4.2118754
23,1993,7.1,0,0,18033.758,0,20,10,0,18.033758
23,1993,7.1,0,1,4065.2595,0,50,9,0,4.0652595
23,1993,7.1,1,0,45761.938,45539.792,23,10,1,.22214533
23,1993,7.1,0,1,9383.4187,0,53,7,0,9.3834187
23,1993,7.1,3,1,5451.4464,111.07266,33,9,0,5.3403737
23,1993,7.1,0,0,0,0,22,10,0,0
23,1993,7.1,0,1,5418.1246,0,40,9,0,5.4181246
23,1993,7.1,0,0,12551.211,4442.9066,22,11,1,8.1083045
23,1993,7.1,0,0,18882.353,18882.353,23,11,1,0
23,1993,7.1,2,1,37213.785,31882.298,44,11,1,5.3314879
23,1993,7.1,0,1,20997.176,20997.176,44,11,1,0
23,1993,7.1,0,0,5944.609,0,26,10,0,5.944609
23,1993,7.1,1,0,5053.8062,1721.6263,42,10,1,3.3321799
23,1993,7.1,1,0,7090.8789,0,52,7,0,7.0908789
23,1993,7.1,1,1,24213.841,23325.26,29,10,1,.88858131
23,1993,7.1,0,1,3391.0484,0,51,9,0,3.3910484
23,1993,7.1,1,1,1999.308,0,24,10,0,1.999308
23,1993,7.1,3,0,7197.5087,0,37,11,0,7.1975087
23,1993,7.1,1,0,3478.7958,0,21,10,0,3.4787958
23,1993,7.1,0,0,33661.682,33641.689,47,11,1,.01999308
31,1993,6.5,0,0,37942.422,37320.415,54,7,1,.62200692
31,1993,6.5,1,0,2101.4948,1435.0588,27,9,1,.66643599
31,1993,6.5,3,1,972.99654,0,26,11,0,.97299654
31,1993,6.5,2,0,18160.381,13706.367,41,11,1,4.4540138
31,1993,6.5,1,0,10341.976,0,46,11,0,10.341976
31,1993,6.5,0,1,0,0,20,10,0,0
31,1993,6.5,0,0,222.14533,0,36,10,0,.22214533
31,1993,6.5,0,0,11758.152,7219.7232,47,11,0,4.5384291
31,1993,6.5,1,0,39541.869,9330.1038,41,9,1,30.211765
31,1993,6.5,0,0,22815.436,12485.678,40,11,0,10.329758
31,1993,6.5,0,1,733.07958,0,25,11,0,.73307958
31,1993,6.5,0,0,8760.301,7997.2318,26,10,1,.7630692
31,1993,6.5,0,0,34432.526,34432.526,20,7,1,0
31,1993,6.5,3,0,11089.495,0,31,10,0,11.089495
31,1993,6.5,2,1,4442.9066,0,30,11,0,4.4429066
31,1993,6.5,0,0,48111.125,38875.433,53,10,1,9.235692
31,1993,6.5,0,0,26657.439,26657.439,47,11,1,0
31,1993,6.5,0,1,49124.107,29641.962,28,9,1,19.482145
31,1993,6.5,2,0,4163.0035,0,30,10,0,4.1630035
31,1993,6.5,2,0,20766.145,9996.5398,34,10,0,10.769606
31,1993,6.5,1,0,21302.626,21302.626,44,11,1,0
31,1993,6.5,0,1,10274.221,866.36678,39,0,0,9.4078547
31,1993,6.5,1,0,0,0,36,10,0,0
31,1993,6.5,1,0,21994.609,19326.644,30,11,1,2.6679654
31,1993,6.5,1,1,19060.069,19060.069,31,10,1,0
31,1993,6.5,1,0,5268.1765,0,36,11,0,5.2681765
31,1993,6.5,1,0,16664.232,0,30,9,0,16.664232
31,1993,6.5,5,1,7108.6505,888.58131,26,11,1,6.2200692
31,1993,6.5,1,0,5220.4152,3998.6159,22,11,1,1.2217993
31,1993,6.5,0,0,9441.1765,9441.1765,51,10,1,0
31,1993,6.5,0,0,13937.398,10218.685,26,11,1,3.7187128
31,1993,6.5,3,1,10996.194,4998.2699,35,9,0,5.9979239
31,1993,6.5,3,0,6277.827,0,31,11,0,6.277827
31,1993,6.5,1,1,11818.131,11818.131,20,11,1,0
31,1993,6.5,0,0,15017.024,15017.024,25,9,1,0
31,1993,6.5,1,0,222.14533,0,30,9,0,.22214533
31,1993,6.5,0,0,48111.125,38875.433,22,10,0,9.235692
31,1993,6.5,0,1,10274.221,866.36678,54,11,0,9.4078547
31,1993,6.5,2,0,14439.446,14439.446,33,11,1,0
31,1993,6.5,2,1,7339.6817,2221.4533,32,10,1,5.1182284
31,1993,6.5,0,0,19354.412,19326.644,36,10,1,.02776817
31,1993,6.5,0,0,13717.474,0,51,0,0,13.717474
31,1993,6.5,0,0,27789.27,27768.166,39,10,1,.02110381
31,1993,6.5,4,1,55.536332,55.536332,32,10,1,0
31,1993,6.5,2,0,8663.6678,4665.0519,36,7,1,3.9986159
31,1993,6.5,0,0,13328.72,13328.72,36,7,1,0
31,1993,6.5,0,0,19437.716,19437.716,54,7,1,0
31,1993,6.5,3,0,6930.9343,2221.4533,27,11,1,4.709481
31,1993,6.5,0,0,12843.332,0,52,11,0,12.843332
31,1993,6.5,1,0,39541.869,9330.1038,25,10,0,30.211765
31,1993,6.5,3,1,6664.3599,1666.09,34,11,1,4.9982699
31,1993,6.5,0,0,0,0,34,9,0,0
31,1993,6.5,2,0,14466.104,0,34,9,0,14.466104
31,1993,6.5,1,1,7239.7163,3054.4983,39,10,1,4.185218
31,1993,6.5,1,1,14438.336,14438.336,41,11,1,0
31,1993,6.5,2,1,4545.0934,0,21,11,0,4.5450934
31,1993,6.5,1,0,9663.3218,4442.9066,31,9,1,5.2204152
31,1993,6.5,4,0,1683.8616,444.29066,34,10,0,1.2395709
31,1993,6.5,1,0,5664.7059,5664.7059,24,11,1,0
31,1993,6.5,0,1,86510.055,75751.557,34,0,1,10.758498
31,1993,6.5,0,1,12417.924,10885.121,46,7,0,1.5328028
31,1993,6.5,0,1,0,0,45,3,0,0
31,1993,6.5,2,0,54647.751,34654.671,25,11,1,19.99308
31,1993,6.5,0,1,8816.9481,5997.9239,32,10,1,2.8190242
31,1993,6.5,1,0,18676.869,0,34,11,0,18.676869
31,1993,6.5,2,0,8099.4187,3021.1765,31,11,1,5.0782422
31,1993,6.5,0,0,11107.266,11107.266,33,10,1,0
31,1993,6.5,0,0,31691.253,0,44,7,0,31.691253
31,1993,6.5,2,0,3453.2491,3453.2491,37,9,1,0
31,1993,6.5,3,1,5651.3772,0,24,10,0,5.6513772
31,1993,6.5,0,1,16494.291,15161.419,27,11,0,1.332872
31,1993,6.5,4,1,0,0,30,10,0,0
31,1993,6.5,3,1,27825.924,22214.533,28,11,1,5.611391
31,1993,6.5,1,0,5664.7059,5664.7059,23,11,1,0
31,1993,6.5,4,1,6637.7024,0,28,11,0,6.6377024
31,1993,6.5,4,0,7015.3495,444.29066,27,9,1,6.5710588
31,1993,6.5,0,0,1532.8028,0,54,7,0,1.5328028
31,1993,6.5,0,0,11079.498,5265.955,53,0,1,5.8135433
31,1993,6.5,2,0,4451.7924,0,24,11,0,4.4517924
31,1993,6.5,0,1,19993.08,19993.08,50,11,1,0
31,1993,6.5,0,0,10885.121,10885.121,50,11,1,0
31,1993,6.5,1,1,4521.7682,1256.2318,31,11,1,3.2655363
31,1993,6.5,0,0,16669.785,14161.765,50,11,1,2.5080208
31,1993,6.5,1,0,777.50865,777.50865,23,11,1,0
31,1993,6.5,2,1,10107.612,4998.2699,21,11,1,5.1093426
31,1993,6.5,3,1,4545.0934,0,22,11,0,4.5450934
31,1993,6.5,2,1,3572.0969,0,20,10,0,3.5720969
31,1993,6.5,0,1,6077.8962,0,38,10,0,6.0778962
32,1993,5.4,1,0,0,0,46,7,0,0
32,1993,5.4,0,0,0,0,22,10,0,0
32,1993,5.4,2,1,3385.4948,333.21799,34,11,1,3.0522768
32,1993,5.4,1,0,19993.08,19993.08,30,9,1,0
32,1993,5.4,0,0,0,0,30,10,0,0
32,1993,5.4,0,1,23325.26,23325.26,36,10,1,0
32,1993,5.4,2,0,3838.6713,0,23,10,0,3.8386713
32,1993,5.4,2,1,3052.2768,0,20,10,0,3.0522768
32,1993,5.4,2,0,44295.779,37764.706,36,10,1,6.5310727
32,1993,5.4,2,0,26524.152,23325.26,32,11,1,3.1988927
32,1993,5.4,2,0,27991.422,13328.72,30,9,1,14.662702
32,1993,5.4,1,0,17211.82,4442.9066,39,9,0,12.768913
32,1993,5.4,1,0,3998.6159,1332.872,49,11,0,2.6657439
32,1993,5.4,1,0,14910.394,12217.993,36,9,1,2.6924014
32,1993,5.4,0,0,41319.031,38875.433,50,10,1,2.4435986
32,1993,5.4,0,0,26489.72,17771.626,51,9,0,8.7180934
33,1993,7.5,0,1,10902.893,0,42,11,0,10.902893
33,1993,7.5,0,0,6250.0588,0,33,7,0,6.2500588
33,1993,7.5,2,0,5371.474,0,35,10,0,5.371474
33,1993,7.5,1,1,28945.536,28323.529,21,7,0,.62200692
33,1993,7.5,0,0,45624.208,33321.799,48,7,0,12.302408
33,1993,7.5,3,1,8885.8131,8885.8131,31,10,1,0
33,1993,7.5,0,1,59269.484,53351.533,40,9,0,5.9179516
33,1993,7.5,4,1,8463.737,0,26,10,0,8.463737
33,1993,7.5,3,1,7436.3149,0,29,11,0,7.4363149
33,1993,7.5,0,1,11107.266,11107.266,52,7,1,0
33,1993,7.5,1,0,27769.277,27768.166,24,7,1,.00111073
33,1993,7.5,7,1,7264.1522,0,30,11,0,7.2641522
33,1993,7.5,4,1,24435.986,24435.986,32,7,1,0
33,1993,7.5,0,1,44984.429,44984.429,24,7,1,0
33,1993,7.5,0,1,5613.6125,0,52,11,0,5.6136125
33,1993,7.5,3,1,6002.3668,0,24,9,0,6.0023668
33,1993,7.5,2,0,7151.9689,0,28,7,0,7.1519689
33,1993,7.5,3,1,24435.986,11107.266,22,11,0,13.32872
33,1993,7.5,0,1,40208.304,38875.433,51,11,1,1.332872
33,1993,7.5,1,1,13962.945,0,48,11,0,13.962945
33,1993,7.5,1,1,16616.471,16616.471,36,9,1,0
33,1993,7.5,0,1,104103.97,103408.65,53,7,1,.69531488
33,1993,7.5,2,1,6584.3875,799.72318,44,10,0,5.7846644
33,1993,7.5,2,1,3825.3426,0,35,11,0,3.8253426
33,1993,7.5,2,1,4065.2595,0,45,7,0,4.0652595
33,1993,7.5,0,0,23457.436,23325.26,35,9,1,.13217647
33,1993,7.5,1,0,25493.398,8885.8131,46,11,1,16.607585
33,1993,7.5,0,1,22242.301,22214.533,30,11,1,.02776817
33,1993,7.5,0,1,41652.249,41652.249,24,9,1,0
33,1993,7.5,1,1,944.11765,0,21,11,0,.94411765
33,1993,7.5,0,1,5438.1176,0,51,7,0,5.4381176
33,1993,7.5,0,1,15550.173,15550.173,50,11,1,0
33,1993,7.5,3,1,8794.7336,0,40,11,0,8.7947336
33,1993,7.5,0,1,6731.0035,0,53,7,0,6.7310035
33,1993,7.5,1,1,5953.4948,999.65398,26,10,1,4.9538408
33,1993,7.5,0,1,44984.429,44984.429,33,7,1,0
33,1993,7.5,0,1,26329.775,26324.221,41,11,1,.00555363
33,1993,7.5,0,1,0,0,42,10,0,0
33,1993,7.5,0,1,0,0,32,7,0,0
33,1993,7.5,0,1,24435.986,17771.626,29,11,1,6.6643599
33,1993,7.5,3,1,7997.2318,0,37,10,0,7.9972318
33,1993,7.5,3,1,24435.986,24435.986,23,7,0,0
33,1993,7.5,1,1,8770.2976,0,50,7,0,8.7702976
33,1993,7.5,0,0,10551.903,3887.5433,24,10,1,6.6643599
33,1993,7.5,2,1,4891.6401,0,24,11,0,4.8916401
33,1993,7.5,1,0,4798.3391,0,34,9,0,4.7983391
33,1993,7.5,2,1,4891.6401,0,38,3,0,4.8916401
33,1993,7.5,0,1,43929.239,43762.63,27,11,1,.166609
33,1993,7.5,0,1,16429.869,8885.8131,33,10,1,7.5440554
33,1993,7.5,0,1,2132.5952,2132.5952,42,11,1,0
33,1993,7.5,2,0,4518.436,0,27,10,0,4.518436
33,1993,7.5,2,0,11107.266,0,34,11,0,11.107266
33,1993,7.5,0,1,19215.571,19215.571,20,11,0,0
33,1993,7.5,2,1,9010.2145,8330.4498,29,3,0,.67976471
33,1993,7.5,3,1,13944.062,3467.6886,33,7,0,10.476374
33,1993,7.5,0,1,0,0,32,11,0,0
33,1993,7.5,2,0,24230.502,18882.353,36,11,1,5.3481488
33,1993,7.5,0,1,2052.6228,0,41,11,0,2.0526228
33,1993,7.5,1,1,1666.09,0,27,11,0,1.66609
33,1993,7.5,2,1,7266.3737,6331.1419,45,7,1,.93523183
33,1993,7.5,1,1,5639.1592,0,40,11,0,5.6391592
33,1993,7.5,3,1,6464.4291,0,33,10,0,6.4644291
33,1993,7.5,0,0,8472.6228,0,35,10,0,8.4726228
33,1993,7.5,3,1,0,0,26,7,0,0
33,1993,7.5,0,1,5518.09,0,45,7,0,5.51809
33,1993,7.5,0,0,555.36332,0,38,10,0,.55536332
33,1993,7.5,2,1,15550.173,15550.173,30,10,1,0
33,1993,7.5,1,0,1837.1419,117.73702,48,9,1,1.7194048
33,1993,7.5,0,1,7450.7543,1666.09,49,7,0,5.7846644
33,1993,7.5,0,0,8885.8131,8885.8131,48,11,1,0
33,1993,7.5,6,1,6464.4291,0,31,11,0,6.4644291
33,1993,7.5,0,1,20566.215,20215.225,36,11,1,.35098962
33,1993,7.5,2,1,18158.159,0,38,10,0,18.158159
33,1993,7.5,2,1,0,0,34,7,0,0
33,1993,7.5,0,1,33321.799,33321.799,33,11,1,0
33,1993,7.5,0,1,104103.97,103408.65,21,7,1,.69531488
33,1993,7.5,1,1,14821.536,0,31,10,0,14.821536
33,1993,7.5,2,0,15447.986,1666.09,32,7,1,13.781896
33,1993,7.5,0,1,0,0,45,3,0,0
33,1993,7.5,0,1,24746.99,15550.173,20,10,0,9.1968166
33,1993,7.5,0,0,19993.08,19993.08,48,9,1,0
33,1993,7.5,1,1,56496,56136.125,20,9,1,.35987543
33,1993,7.5,0,0,1666.09,1666.09,22,9,1,0
33,1993,7.5,0,1,26621.896,0,20,10,0,26.621896
33,1993,7.5,0,1,4531.7647,0,48,11,0,4.5317647
33,1993,7.5,0,0,13336.495,13328.72,33,11,1,.00777509
33,1993,7.5,0,0,26657.439,26657.439,46,7,1,0
33,1993,7.5,1,1,34692.436,33692.782,22,11,1,.99965398
33,1993,7.5,3,1,5518.09,0,24,11,0,5.51809
33,1993,7.5,3,1,35765.398,20795.024,39,7,0,14.970374
33,1993,7.5,0,0,2988.9654,0,38,0,0,2.9889654
33,1993,7.5,0,1,23325.26,23325.26,44,11,1,0
33,1993,7.5,1,1,6664.3599,6664.3599,29,10,1,0
33,1993,7.5,1,1,12582.311,6664.3599,42,9,1,5.9179516
33,1993,7.5,0,0,29989.619,29989.619,41,10,1,0
33,1993,7.5,0,1,21992.388,16660.9,45,7,0,5.3314879
33,1993,7.5,0,0,1110.7266,1110.7266,20,10,1,0
33,1993,7.5,0,0,2776.8166,0,45,9,0,2.7768166
33,1993,7.5,1,1,6108.9965,0,37,7,0,6.1089965
33,1993,7.5,0,1,78361.765,77750.865,50,7,0,.61089965
33,1993,7.5,0,1,19168.92,6108.9965,51,7,1,13.059924
33,1993,7.5,0,1,992.98962,321,39,7,1,.67198962
33,1993,7.5,0,1,5639.1592,0,44,9,0,5.6391592
33,1993,7.5,0,1,47875.651,47822.336,44,7,1,.05331488
33,1993,7.5,2,1,76743.436,69793.619,49,7,1,6.9498166
33,1993,7.5,0,1,888.58131,888.58131,20,11,1,0
34,1993,7.1,2,0,3998.6159,0,22,10,0,3.9986159
34,1993,7.1,3,0,52746.187,49094.118,38,10,1,3.6520692
34,1993,7.1,0,1,30959.284,24882.498,52,11,1,6.0767855
34,1993,7.1,2,0,0,0,21,9,0,0
34,1993,7.1,0,0,11107.266,11107.266,53,11,1,0
34,1993,7.1,0,0,5753.564,1088.5121,52,10,1,4.6650519
34,1993,7.1,0,0,8168.2837,0,28,11,0,8.1682837
34,1993,7.1,1,1,9263.4602,0,37,11,0,9.2634602
34,1993,7.1,0,1,53759.17,41096.886,23,11,0,12.662284
34,1993,7.1,3,1,11062.837,3065.6055,26,11,1,7.9972318
34,1993,7.1,3,1,4585.0796,0,30,11,0,4.5850796
34,1993,7.1,0,0,5331.4879,0,52,7,0,5.3314879
34,1993,7.1,4,1,3505.4533,0,29,7,0,3.5054533
34,1993,7.1,0,1,26657.439,26657.439,26,11,1,0
34,1993,7.1,4,1,6340.0277,2221.4533,38,11,1,4.1185744
34,1993,7.1,2,1,9016.8789,2499.1349,21,11,1,6.5177439
34,1993,7.1,0,0,33981.571,20981.626,34,10,1,12.999945
34,1993,7.1,0,0,1199.5848,88.858131,22,11,1,1.1107266
34,1993,7.1,1,1,5553.6332,5553.6332,30,10,1,0
34,1993,7.1,1,0,7997.2318,3998.6159,23,10,1,3.9986159
34,1993,7.1,0,1,55536.332,55536.332,51,11,1,0
34,1993,7.1,0,0,177224.21,176050.17,23,10,1,1.1740381
34,1993,7.1,1,1,22223.419,7775.0865,36,11,0,14.448332
34,1993,7.1,1,0,10551.903,2221.4533,35,10,1,8.3304498
34,1993,7.1,3,0,10481.927,2945.6471,39,9,1,7.5362803
34,1993,7.1,1,0,1212.9135,1212.9135,40,7,1,0
34,1993,7.1,2,1,13935.176,7997.2318,34,10,1,5.9379446
34,1993,7.1,2,1,11818.131,7862.8339,37,11,1,3.9552976
34,1993,7.1,0,1,0,0,54,7,0,0
34,1993,7.1,1,1,5220.4152,0,51,7,0,5.2204152
34,1993,7.1,0,1,5613.6125,0,51,11,0,5.6136125
34,1993,7.1,0,1,14661.592,1332.872,25,9,0,13.32872
34,1993,7.1,1,0,5358.1453,0,45,10,0,5.3581453
34,1993,7.1,0,0,4709.481,0,40,7,0,4.709481
34,1993,7.1,2,0,8094.9758,0,27,10,0,8.0949758
34,1993,7.1,2,1,7997.2318,0,23,7,0,7.9972318
34,1993,7.1,2,0,11166.135,0,29,10,0,11.166135
34,1993,7.1,2,0,15938.927,10551.903,28,11,1,5.3870242
34,1993,7.1,1,0,12106.92,11662.63,28,10,1,.44429066
34,1993,7.1,1,0,11940.311,0,36,11,0,11.940311
34,1993,7.1,0,0,14439.446,14439.446,28,11,1,0
34,1993,7.1,3,1,5331.4879,0,21,11,0,5.3314879
34,1993,7.1,1,0,16081.1,14303.938,29,11,1,1.7771626
34,1993,7.1,2,0,5997.9239,333.21799,32,10,1,5.6647059
34,1993,7.1,2,1,4998.2699,0,27,11,0,4.9982699
34,1993,7.1,1,0,0,0,23,7,0,0
34,1993,7.1,0,0,0,0,31,7,0,0
34,1993,7.1,0,0,50709.114,14439.446,41,0,1,36.269668
34,1993,7.1,0,1,977.43945,0,46,10,0,.97743945
34,1993,7.1,0,0,6757.6609,5980.1522,47,9,1,.77750865
34,1993,7.1,1,1,6220.0692,0,41,10,0,6.2200692
34,1993,7.1,0,0,41942.149,38378.938,25,10,1,3.5632111
34,1993,7.1,3,1,5553.6332,0,21,10,0,5.5536332
34,1993,7.1,1,0,19264.443,17771.626,42,7,1,1.4928166
34,1993,7.1,0,0,6398.8962,0,43,0,0,6.3988962
34,1993,7.1,0,1,22217.865,22214.533,49,10,1,.00333218
34,1993,7.1,3,0,6664.3599,0,41,9,0,6.6643599
34,1993,7.1,0,1,29678.616,23325.26,47,10,1,6.3533564
34,1993,7.1,0,0,5109.3426,3998.6159,24,11,1,1.1107266
34,1993,7.1,0,0,177224.21,176050.17,27,10,1,1.1740381
34,1993,7.1,8,1,11778.145,7330.7958,37,9,1,4.4473495
34,1993,7.1,3,1,14226.187,1091.8443,28,10,1,13.134343
34,1993,7.1,2,1,7184.1799,0,26,11,0,7.1841799
34,1993,7.1,1,1,4665.0519,0,25,10,0,4.6650519
34,1993,7.1,2,1,4665.0519,0,26,11,0,4.6650519
34,1993,7.1,2,1,12968.844,10396.401,40,10,0,2.5724429
34,1993,7.1,0,0,555.36332,0,52,0,0,.55536332
34,1993,7.1,2,1,12968.844,10396.401,22,10,1,2.5724429
34,1993,7.1,1,1,22214.533,19993.08,47,11,1,2.2214533
34,1993,7.1,1,0,83324.491,71097.612,21,10,1,12.226879
34,1993,7.1,2,1,6131.2111,0,25,11,0,6.1312111
34,1993,7.1,1,0,4218.5398,499.82699,20,11,1,3.7187128
34,1993,7.1,0,1,6757.6609,0,51,10,0,6.7576609
34,1993,7.1,2,1,14439.446,14439.446,37,11,1,0
34,1993,7.1,1,0,6775.4325,0,47,11,0,6.7754325
34,1993,7.1,8,0,104607.12,93523.183,23,7,0,11.083941
34,1993,7.1,0,1,22847.647,3785.3564,39,7,0,19.062291
34,1993,7.1,4,1,7464.083,0,36,11,0,7.464083
34,1993,7.1,0,0,26657.439,26657.439,27,11,1,0
34,1993,7.1,0,0,8974.6713,6753.218,47,11,1,2.2214533
34,1993,7.1,1,1,9250.1315,0,23,11,0,9.2501315
35,1993,4.7,0,0,6908.7197,6886.5052,38,11,1,.02221453
35,1993,4.7,0,0,22214.533,22214.533,49,10,1,0
35,1993,4.7,2,1,12884.429,11773.702,39,10,1,1.1107266
35,1993,4.7,0,0,821.93772,821.93772,50,9,1,0
35,1993,4.7,2,0,9943.2249,0,47,9,0,9.9432249
35,1993,4.7,0,1,19224.457,15572.388,46,11,1,3.6520692
35,1993,4.7,1,1,0,0,20,11,0,0
35,1993,4.7,1,0,6308.9273,0,33,11,0,6.3089273
35,1993,4.7,1,1,9441.1765,6664.3599,33,11,1,2.7768166
35,1993,4.7,0,0,22918.734,22300.059,52,7,1,.61867474
35,1993,4.7,0,0,12594.529,3332.1799,46,3,1,9.2623495
35,1993,4.7,1,0,7254.1557,1256.2318,31,9,1,5.9979239
35,1993,4.7,3,1,26273.128,18049.308,25,11,1,8.2238201
35,1993,4.7,0,0,20542.889,20104.152,45,7,1,.43873702
35,1993,4.7,1,0,8530.3806,2665.7439,21,10,1,5.8646367
35,1993,4.7,6,1,9983.2111,0,32,10,0,9.9832111
35,1993,4.7,3,1,6890.9481,0,20,11,0,6.8909481
35,1993,4.7,0,0,62297.325,34273.692,49,11,1,28.023633
35,1993,4.7,3,0,13217.647,0,33,11,0,13.217647
35,1993,4.7,1,0,5864.6367,0,25,11,0,5.8646367
35,1993,4.7,0,0,27203.917,24324.913,48,11,1,2.8790035
35,1993,4.7,2,0,8686.9931,8663.6678,24,11,1,.02332526
41,1993,5.1,1,0,8997.9965,0,30,7,0,8.9979965
41,1993,5.1,1,0,14661.592,14439.446,34,10,1,.22214533
41,1993,5.1,0,0,25657.785,14994.81,52,10,0,10.662976
41,1993,5.1,0,0,7775.0865,7775.0865,38,10,1,0
41,1993,5.1,0,0,19437.716,19437.716,48,11,1,0
41,1993,5.1,5,1,6624.3737,0,25,11,0,6.6243737
41,1993,5.1,1,0,51231.156,49982.699,21,9,0,1.2484567
41,1993,5.1,0,0,7775.0865,7775.0865,46,11,1,0
41,1993,5.1,3,0,4019.7197,0,21,9,0,4.0197197
41,1993,5.1,0,0,16660.9,16660.9,22,11,1,0
41,1993,5.1,0,1,57024.706,17771.626,48,11,1,39.25308
41,1993,5.1,0,1,12773.356,11662.63,20,7,0,1.1107266
41,1993,5.1,2,0,3232.2145,0,21,10,0,3.2322145
42,1993,4,2,0,16362.114,15550.173,22,10,1,.81194118
42,1993,4,2,0,29549.772,66.643599,26,11,1,29.483128
42,1993,4,0,0,23757.332,354.3218,41,3,1,23.40301
42,1993,4,0,0,4411.8062,553.14187,47,3,1,3.8586644
42,1993,4,4,0,5678.0346,0,41,9,0,5.6780346
42,1993,4,1,0,13990.713,12901.09,41,11,1,1.0896228
42,1993,4,2,0,10569.675,0,39,11,0,10.569675
43,1993,6.5,2,0,8621.4602,8621.4602,24,11,1,0
43,1993,6.5,0,1,7997.2318,7997.2318,24,11,1,0
